
running 1 test
phase_a	id	profile	width	height	pixels	tokens	literals	copies	caches	blocks	signature_differences	assignment_differences	ordered_groups	exact_groups	ordered_candidate_bytes	exact_candidate_bytes	candidate_byte_delta	ordered_product_bytes	exact_product_bytes	product_byte_delta	ordered_candidate_ns	exact_candidate_ns	ordered_product_ns	exact_product_ns	ordered_plan_ns	initialization_ns	update_ns	signature_cluster_ns	merge_ns	update_count	merge_updates	storage_bytes
phase_a	clic-validation-054	low-latency	1518	2024	3072432	2978804	2952755	26049	0	48	31	36	16	16	7334782	7100988	-233794	7334782	7100988	-233794	75771209	37131875	95479666	56778292	37944166	2458	8405875	105709	31458	11863118	12985	201408
phase_a	clic-validation-055	compact	2024	1518	3072432	3006434	2991399	15035	0	192	103	172	19	17	7806344	7555114	-251230	7806344	7555114	-251230	73006334	38322666	92569459	57811500	33500542	3792	8557708	397250	118000	11995666	39261	402816
phase_a	clic-validation-055	low-latency	2024	1518	3072432	3006434	2991399	15035	0	48	34	35	16	13	7568426	7685310	116884	7568426	7685310	116884	71943333	37350167	91258959	56391666	33113083	2042	8300375	95750	34375	11995666	14498	201408
phase_a	clic-validation-056	compact	1632	1224	1997568	1994393	1993391	1002	0	130	98	103	30	27	5090268	5019018	-71250	5090268	5019018	-71250	49078542	26346291	60547542	38003541	22344625	2542	5524250	276208	81583	7975568	40563	272740
phase_a	clic-validation-056	low-latency	1632	1224	1997568	1994393	1993391	1002	0	35	28	31	16	15	5167842	5101444	-66398	5167842	5101444	-66398	47843333	24557417	59283292	35879083	22290500	1708	5472917	75959	36541	7975568	13394	146860
phase_a	clic-validation-057	compact	1224	1632	1997568	1993709	1992348	1361	0	130	87	115	38	26	5021628	5070320	48692	5021628	5070320	48692	52174000	26753667	64151084	38541959	25514584	2375	5513667	286333	86042	7972114	35771	272740
phase_a	clic-validation-057	low-latency	1224	1632	1997568	1993709	1992348	1361	0	35	24	34	16	13	5152288	5144894	-7394	5152288	5144894	-7394	51179292	24876667	62691375	36520959	25559167	1500	5398208	70625	25542	7972114	12235	146860
phase_a	clic-validation-058	compact	1632	1224	1997568	1952755	1938072	14683	0	130	74	125	30	24	4943622	4984464	40842	4943622	4984464	40842	48735125	25318833	61714583	38278750	22882541	2375	5419083	268292	76625	7781654	35588	272740
phase_a	clic-validation-058	low-latency	1632	1224	1997568	1952755	1938072	14683	0	35	23	35	15	10	4935030	5051728	116698	4935030	5051728	116698	47804334	23527000	60487459	36887542	22884833	1750	5446458	78875	23417	7781654	12188	146860
phase_a	clic-validation-059	compact	1632	1224	1997568	1502206	1496688	5518	0	130	77	122	24	21	3595402	3587922	-7480	3595402	3587922	-7480	39054750	20373917	50236208	31002542	19338959	2334	4317042	266292	75291	5997788	23644	272740
phase_a	clic-validation-059	low-latency	1632	1224	1997568	1502206	1496688	5518	0	35	25	32	15	14	3675422	3630358	-45064	3675422	3630358	-45064	38574667	18954625	49554500	29950959	19284584	1625	4152708	70375	30042	5997788	9036	146860
phase_a	clic-validation-060	compact	1224	1632	1997568	1870671	1852650	18021	0	130	90	116	24	17	4515910	4505564	-10346	4515910	4505564	-10346	48333042	25137166	60155167	36921500	22974292	2625	5400541	258167	74041	7446642	31637	272740
phase_a	clic-validation-060	low-latency	1224	1632	1997568	1870671	1852650	18021	0	35	29	33	11	10	4575774	4560074	-15700	4575774	4560074	-15700	47280500	23394208	59256667	35270458	23142500	1500	5354042	69291	22417	7446642	10298	146860
phase_a	clic-validation-061	compact	2048	1363	2791424	2774823	2773842	981	0	176	111	128	29	21	7438600	7432266	-6334	7438600	7432266	-6334	60631041	35234583	75307833	50512167	23097167	3167	7673833	361042	130334	11097330	57283	369248
phase_a	clic-validation-061	low-latency	2048	1363	2791424	2774823	2773842	981	0	48	33	34	16	12	7429254	7499150	69896	7429254	7499150	69896	58030916	33193958	73855917	48903750	22805750	2125	7501000	99542	49167	11097330	20392	201408
phase_a	clic-validation-062	compact	2048	1339	2742272	2400137	2389122	11015	0	176	107	139	32	25	6121602	6082810	-38792	6121602	6082810	-38792	61094625	30781000	76740834	46403041	29425833	3417	6640875	366208	108292	9578518	43054	369248
phase_a	clic-validation-062	low-latency	2048	1339	2742272	2400137	2389122	11015	0	48	28	30	15	11	6162162	6237708	75546	6162162	6237708	75546	59699917	28719833	76342625	44595667	29435875	4708	6626083	99292	32416	9578518	14785	201408
phase_a	clic-validation-063	compact	2048	1188	2433024	2410183	2406731	3452	0	160	132	150	51	32	6445414	6495158	49744	6445414	6495158	49744	60116375	31749541	74174542	45805000	27278375	3208	6603375	326959	97459	9633828	60169	335680
phase_a	clic-validation-063	low-latency	2048	1188	2433024	2410183	2406731	3452	0	40	31	32	16	15	6534318	6531214	-3104	6534318	6531214	-3104	58685125	29325375	72547250	43715416	27515958	1584	6639584	83958	28042	9633828	19128	167840
phase_a	clic-validation-064	compact	2048	1361	2787328	2756615	2752692	3923	0	176	153	162	63	42	7719328	7830392	111064	7719328	7830392	111064	62592792	35015958	77899125	51031916	24864750	3334	7596792	368250	133333	11018614	83335	369248
phase_a	clic-validation-064	low-latency	2048	1361	2787328	2756615	2752692	3923	0	48	45	43	16	16	7878280	7972894	94614	7878280	7972894	94614	60067875	32009541	75873708	47510792	24734583	2542	7897417	106833	43292	11018614	27064	201408
phase_a	clic-validation-065	compact	2048	1365	2795520	2793342	2792333	1009	0	176	99	133	24	14	6898214	6910974	12760	6898214	6910974	12760	67414166	35713375	83607459	52024000	30181667	3333	7733584	360750	107334	11171350	41960	369248
phase_a	clic-validation-065	low-latency	2048	1365	2795520	2793342	2792333	1009	0	48	32	32	12	7	6856728	7089072	232344	6856728	7089072	232344	65612125	33852792	81789708	50152250	30017791	2041	7578958	94208	32917	11171350	14767	201408
phase_a	clic-validation-066	compact	1632	915	1493280	1388170	1363043	25127	0	104	68	97	26	15	3437954	3517224	79270	3437954	3517224	79270	35396042	19114959	45634583	28566750	16609625	1875	4071667	220667	67083	5502426	28749	218192
phase_a	clic-validation-066	low-latency	1632	915	1493280	1388170	1363043	25127	0	28	21	27	16	7	3463560	3619340	155780	3463560	3619340	155780	34659875	17210125	44184125	26879791	16530167	1250	4309292	62334	20667	5502426	11195	117488
phase_a	clic-validation-067	compact	2048	1361	2787328	2702705	2689865	12840	0	176	146	173	47	49	7149540	7147452	-2088	7149540	7147452	-2088	66922625	36652458	84185667	53072500	30585125	3166	7504042	402792	122750	10785140	63064	369248
phase_a	clic-validation-067	low-latency	2048	1361	2787328	2702705	2689865	12840	0	48	43	45	16	16	7399782	7352182	-47600	7399782	7352182	-47600	65562291	33140333	82080625	49626625	30620583	2666	7527583	101083	35792	10785140	21803	201408
phase_a	clic-validation-068	compact	2048	1365	2795520	2755369	2746686	8683	0	176	122	157	42	26	7005466	7214844	209378	7005466	7214844	209378	65111666	35737375	82159500	52764583	28269917	3458	7618500	355667	123166	11004110	52520	369248
phase_a	clic-validation-068	low-latency	2048	1365	2795520	2755369	2746686	8683	0	48	38	44	16	16	7198452	7227704	29252	7198452	7227704	29252	63439709	32935917	80349000	50175500	28176416	2000	7524459	97916	38625	11004110	19082	201408
phase_a	clic-validation-069	compact	2048	1360	2785280	2734065	2722969	11096	0	176	71	104	12	13	6211560	6184396	-27164	6211560	6184396	-27164	65607333	33862417	82228959	49688250	30358917	3334	7553250	358750	101417	10914068	27675	369248
phase_a	clic-validation-069	low-latency	2048	1360	2785280	2734065	2722969	11096	0	48	23	29	12	9	6218740	6272848	54108	6218740	6272848	54108	64697875	32512375	81071667	48504917	29783000	4834	7598208	93917	30916	10914068	10137	201408
phase_a	clic-validation-070	compact	2048	1365	2795520	2791502	2789914	1588	0	176	125	155	27	31	7163008	7087362	-75646	7163008	7087362	-75646	65148500	35931834	81735125	54830125	28899875	3500	7603334	358583	116250	11162832	56229	369248
phase_a	clic-validation-070	low-latency	2048	1365	2795520	2791502	2789914	1588	0	48	32	43	16	16	7230868	7214744	-16124	7230868	7214744	-16124	64367541	33965000	80394833	49426417	29881709	2125	7528041	96541	34792	11162832	18948	201408
phase_a	clic-validation-071	compact	1500	844	1266000	1265710	1265575	135	0	84	55	57	18	15	3221288	3222954	1666	3221288	3222954	1666	28920375	16254583	37387458	23721667	12130375	1500	3495291	169833	53292	5062570	23802	176232
phase_a	clic-validation-071	low-latency	1500	844	1266000	1265710	1265575	135	0	24	16	16	10	8	3213510	3216572	3062	3213510	3216572	3062	28411667	15219792	35546375	22645083	12214250	1000	3465542	47708	17541	5062570	8163	100704
phase_a	clic-validation-072	compact	1945	1292	2512940	2412087	2379578	32509	0	176	118	161	28	27	5618140	5699400	81260	5618140	5699400	81260	63506958	31691083	79887875	48380708	31729333	3459	7002500	350791	102125	9583330	31503	369248
phase_a	clic-validation-072	low-latency	1945	1292	2512940	2412087	2379578	32509	0	48	35	44	16	16	5704026	5749108	45082	5704026	5749108	45082	62558625	30849667	79238459	47143209	31804583	2000	6771083	97042	33791	9583330	11397	201408
phase_a	clic-validation-073	compact	2040	1360	2774400	2594153	2551875	42278	0	176	95	99	38	29	7178514	7169086	-9428	7178514	7169086	-9428	69336500	34206000	87187291	52571000	34208000	3208	7560916	357791	120417	10292056	56728	369248
phase_a	clic-validation-073	low-latency	2040	1360	2774400	2594153	2551875	42278	0	48	27	31	14	8	7211752	7278398	66646	7211752	7278398	66646	69878792	32815666	88222417	50394583	34220708	1792	7519375	94875	31792	10292056	19964	201408
phase_a	clic-validation-074	compact	1750	1166	2040500	2040453	2040430	23	0	140	55	56	18	7	5322948	5401416	78468	5322948	5401416	78468	48356500	23688583	60277541	35182417	22305625	3209	5612209	278042	77083	8161766	25890	293720
phase_a	clic-validation-074	low-latency	1750	1166	2040500	2040453	2040430	23	0	35	13	13	8	2	5084390	5503852	419462	5084390	5503852	419462	48072542	22574458	59496708	34545709	22093334	1417	5555500	68083	22083	8161766	8927	146860
phase_a	clic-validation-075	compact	2048	1370	2805760	2804823	2804425	398	0	176	140	155	26	18	7194564	7151560	-43004	7194564	7151560	-43004	72303375	37036625	86284292	52404625	30539750	3292	8263083	371792	118208	11218496	54973	369248
phase_a	clic-validation-075	low-latency	2048	1370	2805760	2804823	2804425	398	0	48	41	40	16	11	7239090	7182162	-56928	7239090	7182162	-56928	66342750	33495291	82477833	49678666	30503375	1833	7822000	95459	31792	11218496	18378	201408
phase_a	clic-validation-076	compact	2048	1365	2795520	2763033	2752237	10796	0	176	118	153	27	23	6453086	6472554	19468	6453086	6472554	19468	69678542	36154333	88847416	54765083	32891500	8333	7825208	364667	97834	11030540	29053	369248
phase_a	clic-validation-076	low-latency	2048	1365	2795520	2763033	2752237	10796	0	48	36	43	16	15	6423696	6519914	96218	6423696	6519914	96218	68122875	33666834	85778250	50926958	32800208	2375	7733583	101750	39125	11030540	10812	201408
phase_a	clic-validation-077	compact	2048	1365	2795520	2344425	2257998	86427	0	176	86	128	25	16	5599902	5652182	52280	5599902	5652182	52280	65125958	32518791	85079208	52232542	33728583	3209	7560167	345083	98166	9204846	30357	369248
phase_a	clic-validation-077	low-latency	2048	1365	2795520	2344425	2257998	86427	0	48	25	38	16	11	5607562	5707980	100418	5607562	5707980	100418	64350792	30371500	83740958	49963792	33634875	2041	7363667	107541	31125	9204846	11701	201408
phase_a	clic-validation-078	compact	1936	1220	2361920	2308609	2292800	15809	0	160	133	151	32	27	5704512	5831124	126612	5704512	5831124	126612	57789292	30981416	72226417	45870916	26891542	3834	6500917	328125	94459	9202818	48342	335680
phase_a	clic-validation-078	low-latency	1936	1220	2361920	2308609	2292800	15809	0	40	38	38	16	13	5829980	5862690	32710	5829980	5862690	32710	56592250	28346250	71254791	43000750	26863666	1500	6475625	83709	30958	9202818	15071	167840
phase_a	clic-validation-079	compact	1145	1725	1975125	1839602	1824663	14939	0	126	70	116	24	19	4473714	4487412	13698	4473714	4487412	13698	42266083	24489666	53822334	36334458	17715667	2250	5204750	253250	88542	7328530	31503	264348
phase_a	clic-validation-079	low-latency	1145	1725	1975125	1839602	1824663	14939	0	35	26	34	14	12	4555170	4546048	-9122	4555170	4546048	-9122	43676625	23849791	53304291	35252500	17972167	1625	5306125	77000	30750	7328530	10926	146860
phase_a	clic-validation-080	compact	2048	1365	2795520	2786287	2782192	4095	0	176	122	131	21	15	6574580	6443326	-131254	6574580	6443326	-131254	76561750	37472583	94028958	54270167	39100458	4000	7859084	388125	90833	11136958	31471	369248
phase_a	clic-validation-080	low-latency	2048	1365	2795520	2786287	2782192	4095	0	48	35	35	12	8	6602440	6626232	23792	6602440	6626232	23792	75331167	35235541	92555208	51924750	39355000	2417	7646792	95000	27500	11136958	11704	201408
phase_a	clic-validation-081	compact	2048	1365	2795520	2515907	2480316	35591	0	176	82	92	19	15	5779970	5800622	20652	5779970	5800622	20652	64267000	32937459	81106708	49992333	30714334	3791	7522333	356042	113666	9992446	25852	369248
phase_a	clic-validation-081	low-latency	2048	1365	2795520	2515907	2480316	35591	0	48	31	35	15	10	5682374	5892314	209940	5682374	5892314	209940	62635000	30783500	80310208	48161333	30452584	1958	7162417	101625	41458	9992446	9976	201408
phase_a	clic-validation-082	compact	960	640	614400	614373	614361	12	0	40	34	32	14	9	1512228	1513734	1506	1512228	1513734	1506	13678500	8399792	17510166	11797792	5355666	792	1660250	90000	27000	2457468	12522	83920
phase_a	clic-validation-082	low-latency	960	640	614400	614373	614361	12	0	12	9	9	7	7	1515288	1515130	-158	1515288	1515130	-158	13438416	8032875	17148000	11315292	5230334	500	1670292	23666	12542	2457468	4089	50352
phase_a	clic-validation-083	compact	2048	1365	2795520	2794803	2794465	338	0	176	112	138	27	25	6906868	6797340	-109528	6906868	6797340	-109528	67696875	35814292	84066000	52453125	30932500	3583	7636000	379000	106625	11178536	39994	369248
phase_a	clic-validation-083	low-latency	2048	1365	2795520	2794803	2794465	338	0	48	32	40	16	15	6884388	6828492	-55896	6884388	6828492	-55896	66783375	33868083	82927958	49998042	31100792	2125	7690291	107916	34500	11178536	14279	201408
phase_a	clic-validation-084	compact	2048	1365	2795520	2342241	2273285	68956	0	176	76	90	35	23	5985856	6076320	90464	5985856	6076320	90464	59712250	31944709	78848167	50085333	28089208	3417	7288750	352250	116250	9231052	38519	369248
phase_a	clic-validation-084	low-latency	2048	1365	2795520	2342241	2273285	68956	0	48	23	32	16	11	6003064	6087628	84564	6003064	6087628	84564	58370417	30689459	76333375	48622792	27928959	1792	7238041	106791	56042	9231052	14344	201408
phase_a	clic-validation-085	compact	1158	772	893976	867129	864457	2672	0	70	54	66	21	16	1935310	1942834	7524	1935310	1942834	7524	22241084	11717208	27940250	17243208	10546208	1292	2446833	141666	42125	3463172	16527	146860
phase_a	clic-validation-085	low-latency	1158	772	893976	867129	864457	2672	0	20	16	19	11	11	1954892	1985876	30984	1954892	1985876	30984	21602208	11094792	27390833	16463625	10359417	792	2458916	39792	14750	3463172	5180	83920
phase_a	clic-validation-086	compact	2048	1366	2797568	2783224	2778170	5054	0	176	119	135	37	28	6780836	6973766	192930	6780836	6973766	192930	68914625	35764666	85551292	52330833	31782208	3416	7708500	351875	102709	11122788	35659	369248
phase_a	clic-validation-086	low-latency	2048	1366	2797568	2783224	2778170	5054	0	48	33	39	16	16	6923612	7111960	188348	6923612	7111960	188348	67669125	33911125	84168750	51564208	32185333	3334	7485916	99125	33625	11122788	13136	201408
phase_a	clic-validation-087	compact	960	604	579840	542546	531885	10661	0	40	25	31	14	8	1235750	1244174	8424	1235750	1244174	8424	13899917	7978333	18629667	11151959	7058166	1042	1633083	84792	25250	2148862	10917	83920
phase_a	clic-validation-087	low-latency	960	604	579840	542546	531885	10661	0	12	8	8	5	5	1252050	1238624	-13426	1252050	1238624	-13426	14755708	7508166	18599000	11264625	6944375	583	1729750	25667	14875	2148862	3941	50352
phase_a	clic-validation-088	compact	1440	900	1296000	1265012	1259058	5954	0	96	78	85	26	26	3237528	3204430	-33098	3237528	3204430	-33098	29549333	17616625	38003708	25735958	11797334	1833	3694542	206083	74334	5048140	29778	201408
phase_a	clic-validation-088	low-latency	1440	900	1296000	1265012	1259058	5954	0	24	20	21	13	11	3293512	3286238	-7274	3293512	3286238	-7274	29639917	16897334	37195959	24629834	12301875	1125	3781417	51875	20583	5048140	10237	100704
phase_a	clic-validation-089	compact	1922	1281	2462082	2450881	2446627	4254	0	176	126	129	29	28	6517422	6499406	-18016	6517422	6499406	-18016	57013167	31828666	71191000	45933500	25111959	20791	6724417	351958	132542	9795016	52918	369248
phase_a	clic-validation-089	low-latency	1922	1281	2462082	2450881	2446627	4254	0	48	32	31	16	15	6529714	6515664	-14050	6529714	6515664	-14050	54773708	29979709	69725209	43900459	24259375	2125	6801416	108875	36541	9795016	17544	201408
phase_a	clic-validation-090	compact	2048	1365	2795520	2540892	2508824	32068	0	176	117	165	28	28	6442454	6525430	82976	6442454	6525430	82976	66788958	32671333	85742041	50531417	33313291	6292	7169000	351250	109667	10099432	40808	369248
phase_a	clic-validation-090	low-latency	2048	1365	2795520	2540892	2508824	32068	0	48	37	34	16	15	6588194	6699018	110824	6588194	6699018	110824	66371459	31302917	83878041	48778667	33810125	2583	7345917	100583	39250	10099432	16321	201408
phase_a	clic-validation-091	compact	512	384	196608	191107	189230	1877	0	12	7	10	7	7	457864	459144	1280	457864	459144	1280	5223917	2767334	6389375	4007125	2453000	792	550875	23709	10250	760674	3648	25176
phase_a	clic-validation-091	low-latency	512	384	196608	191107	189230	1877	0	4	3	4	3	3	486686	493614	6928	486686	493614	6928	4860042	2486625	6118042	3711875	2486500	958	600084	8042	12375	760674	1626	16784
phase_a	clic-validation-092	compact	2048	1365	2795520	2716130	2695646	20484	0	176	105	164	23	24	6816046	6789430	-26616	6816046	6789430	-26616	71072209	36311041	87348083	53621000	33566958	3792	7626292	350459	104250	10823552	41651	369248
phase_a	clic-validation-092	low-latency	2048	1365	2795520	2716130	2695646	20484	0	48	29	31	15	10	6821520	6765716	-55804	6821520	6765716	-55804	68531125	33296625	86195000	50643167	33616417	1958	7656125	95625	34792	10823552	14193	201408
phase_a	clic-validation-093	compact	1542	1028	1585176	1559747	1552369	7378	0	117	65	85	20	17	3572272	3580656	8384	3572272	3580656	8384	43121250	20337500	53335833	30401916	22515916	2417	4361250	241791	64875	6224232	19343	245466
phase_a	clic-validation-093	low-latency	1542	1028	1585176	1559747	1552369	7378	0	35	26	32	13	11	3597412	3680640	83228	3597412	3680640	83228	42492875	18697458	52532542	28856750	22673417	1417	4283708	73542	22417	6224232	7514	146860
phase_a	clic-validation-094	compact	2048	1367	2799616	2436619	2358281	78338	0	176	122	157	35	29	5988924	6029658	40734	5988924	6029658	40734	60762125	33700708	79399500	52192625	27428417	3375	7457750	358292	106750	9589800	42604	369248
phase_a	clic-validation-094	low-latency	2048	1367	2799616	2436619	2358281	78338	0	48	37	46	16	16	6119372	6022062	-97310	6119372	6022062	-97310	59468334	32202834	77996500	51105334	27399750	2292	7903041	106500	36917	9589800	15042	201408
phase_a	clic-validation-095	compact	1264	790	998560	991343	989433	1910	0	70	52	62	27	21	2710854	2702912	-7942	2710854	2702912	-7942	23971750	13833333	30830333	19779542	10550250	1333	2741333	139625	52917	3961552	28211	146860
phase_a	clic-validation-095	low-latency	1264	790	998560	991343	989433	1910	0	20	15	16	13	13	2736452	2735016	-1436	2736452	2735016	-1436	23333500	12232667	29184083	18122833	10466083	750	2814875	40458	17542	3961552	9376	83920
phase_a	clic-validation-096	compact	720	439	316080	315707	315688	19	0	24	20	20	11	9	794174	787268	-6906	794174	787268	-6906	7094709	4367541	8882417	6207916	2656458	4333	862792	47208	20750	1262790	8078	50352
test encoder::product_benchmark_tests::product_validation_reproducer has been running for over 60 seconds
phase_a	clic-validation-096	low-latency	720	439	316080	315707	315688	19	0	6	5	5	5	3	797744	810194	12450	797744	810194	12450	6785417	3926291	8663500	5668167	2559416	708	870208	16000	6833	1262790	2468	25176
phase_a	clic-validation-097	compact	2048	1033	2115584	2066784	2053462	13322	0	144	78	119	17	12	4853630	4875936	22306	4853630	4875936	22306	55470834	26296791	68939000	39976708	28514333	2750	5961292	290375	80791	8240492	22090	302112
phase_a	clic-validation-097	low-latency	2048	1033	2115584	2066784	2053462	13322	0	40	21	37	14	8	4881750	4984448	102698	4881750	4984448	102698	54440250	25805167	67934416	38793708	28147417	6083	5883292	85125	26500	8240492	8356	167840
phase_a	clic-validation-098	compact	2048	1366	2797568	2691656	2685359	6297	0	176	160	165	50	27	7500734	7538324	37590	7500734	7538324	37590	61358500	36201166	77383667	51858834	24586208	7833	7403417	376792	117750	10754030	81096	369248
phase_a	clic-validation-098	low-latency	2048	1366	2797568	2691656	2685359	6297	0	48	45	44	16	11	7582970	7646604	63634	7582970	7646604	63634	58813833	32640333	74418792	48395875	24017167	1917	7544958	95250	33209	10754030	25980	201408
phase_a	clic-validation-099	compact	1848	1224	2261952	1566751	1481601	85150	0	150	84	88	28	22	3909204	3927002	17798	3909204	3927002	17798	41226750	23697333	55625917	37719500	19510000	2792	5358458	349542	108084	6096704	47545	314700
phase_a	clic-validation-099	low-latency	1848	1224	2261952	1566751	1481601	85150	0	40	26	25	12	10	3924250	3953972	29722	3924250	3953972	29722	40777042	22112333	54887958	36540500	19354291	1667	5360959	86750	28333	6096704	14696	167840
phase_a	clic-validation-100	compact	1988	1325	2634100	2614863	2606746	8117	0	176	72	159	30	24	5764820	6261310	496490	5764820	6261310	496490	55447833	34155333	72054708	50556667	21326208	3625	7172333	369208	95709	10443218	29646	369248
phase_a	clic-validation-100	low-latency	1988	1325	2634100	2614863	2606746	8117	0	48	24	44	16	14	6078404	6298552	220148	6078404	6298552	220148	53666916	32486125	70258000	48896292	20607500	1958	7244500	95750	31916	10443218	11066	201408
phase_a	clic-validation-101	compact	2048	1365	2795520	2671657	2637500	34157	0	176	110	138	26	24	6502912	6572492	69580	6502912	6572492	69580	67244833	34016958	85045250	51780625	32037583	3250	7631417	349083	97875	10618314	43263	369248
phase_a	clic-validation-101	low-latency	2048	1365	2795520	2671657	2637500	34157	0	48	37	41	15	11	6552670	6527338	-25332	6552670	6527338	-25332	66182917	32493791	84272375	50201792	32152375	2167	7645666	94625	28625	10618314	14913	201408
test encoder::product_benchmark_tests::product_validation_reproducer ... ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 37 filtered out; finished in 62.96s

