
running 1 test
p17	id	rgba_bytes	shared_prepare_ns	single_bytes	compact_control_bytes	low_control_bytes	r128_blocks	r128_counter_init_ns	r128_counter_update_ns	r128_counter_updates	r128_counter_storage_bytes	r128_e_proposal_ns	r128_b_proposal_ns	r128_e_cost_ns	r128_b_cost_ns	r128_reassignment_ns	r128_rebuild_ns	r128_refined_cost_ns	r128_candidate_selection_ns	r128_e_merge_updates	r128_b_merge_updates	r128_refined_merge_updates	r128_e_groups	r128_b_groups	r128_refined_groups	r128_retained_plan_bytes	r128_winner_plan_bytes	r128_initial	r128_winner	r128_ordered_bytes	r128_e_bits	r128_e_payload_bytes	r128_e_riff_bytes	r128_b_bits	r128_b_payload_bytes	r128_b_riff_bytes	r128_refined_bits	r128_refined_payload_bytes	r128_refined_riff_bytes	r128_winner_bits	r128_winner_payload_bytes	r128_winner_riff_bytes	r128_winner_hash	r256_blocks	r256_counter_init_ns	r256_counter_update_ns	r256_counter_updates	r256_counter_storage_bytes	r256_e_proposal_ns	r256_b_proposal_ns	r256_e_cost_ns	r256_b_cost_ns	r256_reassignment_ns	r256_rebuild_ns	r256_refined_cost_ns	r256_candidate_selection_ns	r256_e_merge_updates	r256_b_merge_updates	r256_refined_merge_updates	r256_e_groups	r256_b_groups	r256_refined_groups	r256_retained_plan_bytes	r256_winner_plan_bytes	r256_initial	r256_winner	r256_ordered_bytes	r256_e_bits	r256_e_payload_bytes	r256_e_riff_bytes	r256_b_bits	r256_b_payload_bytes	r256_b_riff_bytes	r256_refined_bits	r256_refined_payload_bytes	r256_refined_riff_bytes	r256_winner_bits	r256_winner_payload_bytes	r256_winner_riff_bytes	r256_winner_hash	resolution_selection_ns	single_selection_ns	selected_resolution	compact_kind	compact_bytes	compact_hash	public_compact_exact	low_kind	low_bytes	low_hash	public_low_exact	selected_128_matches_compact	maximum_accounted_live_bytes
p17	clic-validation-030	11968000	18649292	8832266	8257108	8705786	192	5958	7449583	11771662	402816	595375	193833	760750	534167	1669292	149417	521875	41	82352	82352	82352	29	22	22	323528	97520	B	R	8257108	66745596	8343200	8343220	66553443	8319181	8319202	65221607	8152701	8152722	65221607	8152701	8152722	ef9047f83b596ff3	48	2667	7501584	11771662	201408	163500	60958	469417	409041	579083	36333	431291	0	28376	28376	28376	16	13	16	199224	70832	E	R	8705786	68568740	8571093	8571114	68828142	8603518	8603538	67890949	8486369	8486390	67890949	8486369	8486390	f6ee32706b66ae62	42	1569959	128	128	8152722	ef9047f83b596ff3	1	128	8152722	ef9047f83b596ff3	1	1	726344
p17	clic-validation-031	12192768	19864250	8103604	7174330	7277258	192	4542	7408250	11761630	402816	542375	177125	540125	409000	1662833	129875	523625	0	39248	39248	39248	27	22	27	336800	119640	E	R	7174330	58020838	7252605	7252626	58090900	7261363	7261384	56366841	7045856	7045876	56366841	7045856	7045876	745f7d0005ab7419	48	2583	7204541	11761630	201408	155500	141458	385709	297042	418458	34958	327375	0	14016	14016	14016	16	13	16	199224	70832	E	R	7277258	58023365	7252921	7252942	58048171	7256022	7256042	57560771	7195097	7195118	57560771	7195097	7195118	d1371667d0f04ecc	42	256500	128	128	7045876	745f7d0005ab7419	1	128	7045876	745f7d0005ab7419	1	1	739616
p17	clic-validation-032	12192768	20124750	7422746	6915788	6987574	192	5167	7324875	11931674	402816	530916	182792	262458	189833	941625	130667	264625	83	36621	36621	36621	13	10	13	159840	57704	E	R	6915788	55139356	6892420	6892440	55233216	6904152	6904172	54332651	6791582	6791602	54332651	6791582	6791602	7609aa3cb54ab226	48	2416	7301334	11931674	201408	139125	54750	163208	183375	220125	43458	154250	83	12033	12033	12033	7	9	7	101896	31016	E	R	6987574	55274592	6909324	6909344	56595179	7074398	7074418	54965140	6870643	6870664	54965140	6870643	6870664	18f339e8226bdfbb	0	271792	128	128	6791602	7609aa3cb54ab226	1	128	6791602	7609aa3cb54ab226	1	1	562656
p17	clic-validation-033	12192768	19295666	8987044	8462362	8431672	192	6666	7332542	11977000	402816	573458	187333	611958	542583	2681292	187917	648208	0	64637	64637	64637	24	20	23	296984	101944	E	R	8462362	65309593	8163700	8163720	68940274	8617535	8617556	63376553	7922070	7922090	63376553	7922070	7922090	00fcfd2904e429a6	48	1708	7283667	11977000	201408	137250	60917	358792	349666	573250	41958	370792	42	22092	22092	22092	14	14	14	185952	61984	E	R	8431672	68018133	8502267	8502288	68150114	8518765	8518786	66001424	8250178	8250198	66001424	8250178	8250198	507b99ba332e273c	0	1535916	128	128	7922090	00fcfd2904e429a6	1	128	7922090	00fcfd2904e429a6	1	1	699800
p17	clic-validation-034	12289728	19186708	9017490	8425850	8475800	192	3958	7641166	12237084	402816	528541	173042	410166	397625	1537333	123667	374083	0	44838	44838	44838	16	17	17	221776	75400	B	R	8425850	67589969	8448747	8448768	66709311	8338664	8338684	61700741	7712593	7712614	61700741	7712593	7712614	503770163966213c	48	2125	7662791	12237084	201408	131917	57917	319250	246666	427583	32208	273375	41	16179	16179	16179	12	9	12	146136	53136	E	R	8475800	66668384	8333548	8333568	67744739	8468093	8468114	64442847	8055356	8055376	64442847	8055356	8055376	fb4fd5d6f1141951	0	301042	128	128	7712614	503770163966213c	1	128	7712614	503770163966213c	1	1	624592
p17	clic-validation-035	12289728	20060708	8945746	8124282	8055284	192	4750	7521708	11918254	402816	512916	172459	301125	364958	1427416	132167	413500	125	42250	42250	42250	13	16	16	199656	70976	B	R	8124282	64641274	8080160	8080180	64075741	8009468	8009488	58884011	7360502	7360522	58884011	7360502	7360522	7e0bc6f9a19edfd7	48	2083	7843333	11918254	201408	142542	58833	204583	229583	345459	35959	219500	41	17354	17354	17354	7	9	9	110744	39864	B	R	8055284	66040174	8255022	8255042	65323877	8165485	8165506	63101115	7887640	7887660	63101115	7887640	7887660	9e51b620bc1a6561	0	287166	128	128	7360522	7e0bc6f9a19edfd7	1	128	7360522	7e0bc6f9a19edfd7	1	1	602472
p17	clic-validation-036	12289728	18782875	8414648	7281758	7368046	192	4833	7662458	12227838	402816	504791	168459	428875	380708	1535750	133916	389958	125	38395	38395	38395	20	19	19	257168	84248	B	R	7281758	60671597	7583950	7583970	57901072	7237634	7237654	55544756	6943095	6943116	55544756	6943095	6943116	7ffbe5e862489ce0	48	3084	7756125	12227838	201408	180625	70792	270083	277416	390541	29666	261334	125	13139	13139	13139	12	13	13	168256	57560	B	R	7368046	60773645	7596706	7596726	58860689	7357587	7357608	58292960	7286620	7286640	58292960	7286620	7286640	45ca710246cbf237	0	265375	128	128	6943116	7ffbe5e862489ce0	1	128	6943116	7ffbe5e862489ce0	1	1	659984
p17	clic-validation-037	12289728	19540250	8406362	7772372	7805588	192	4625	7602167	12106546	402816	552750	180291	501917	456958	1551625	157500	492666	41	40222	40222	40222	24	22	24	310256	106368	E	R	7772372	60925886	7615736	7615756	61805659	7725708	7725728	57996135	7249517	7249538	57996135	7249517	7249538	f400b01a8fd4365d	48	2250	7633000	12106546	201408	160125	61167	286916	285167	457750	41333	292500	41	15163	15163	15163	11	12	12	154984	53136	B	R	7805588	63697418	7962178	7962198	62648501	7831063	7831084	59429694	7428712	7428732	59429694	7428712	7428732	f335b3a6ba63eb3e	0	274208	128	128	7249538	f400b01a8fd4365d	1	128	7249538	f400b01a8fd4365d	1	1	713072
p17	clic-validation-038	12192768	19887917	8836622	8140256	8129706	192	5250	7313375	11765416	402816	562750	189750	735708	627417	2737875	135000	834541	0	58762	58762	58762	31	26	31	389888	137336	E	R	8140256	61985436	7748180	7748200	64218984	8027373	8027394	59441333	7430167	7430188	59441333	7430167	7430188	47e3e18f00d2ba8c	48	3167	7426042	11765416	201408	140500	57708	403750	308125	639334	33084	381166	42	20005	20005	20005	14	12	14	177104	61984	E	R	8129706	65092042	8136506	8136526	66048094	8256012	8256032	62939460	7867433	7867454	62939460	7867433	7867454	d9ea8ebcf8414b7e	0	286250	128	128	7430188	47e3e18f00d2ba8c	1	128	7430188	47e3e18f00d2ba8c	1	1	792704
p17	clic-validation-039	12192768	18727875	8403690	7163302	7174990	192	4542	7310875	11635938	402816	532375	179958	511500	504250	1593375	120542	481708	0	43433	43433	43433	24	23	24	314680	106368	E	R	7163302	56678564	7084821	7084842	57851687	7231461	7231482	55311779	6913973	6913994	55311779	6913973	6913994	5c1ff47425c7a662	48	2000	7300458	11635938	201408	132958	56958	327334	338250	429000	32834	329875	0	14594	14594	14594	16	15	16	208072	70832	E	R	7174990	56982337	7122793	7122814	57612823	7201603	7201624	56643143	7080393	7080414	56643143	7080393	7080414	15419aa59619819d	125	374792	128	128	6913994	5c1ff47425c7a662	1	128	6913994	5c1ff47425c7a662	1	1	717496
p17	clic-validation-040	12192768	19656459	7945870	6948508	7112000	192	6084	7427500	11986102	402816	517167	152417	257083	261667	1270167	112250	272458	0	33600	33600	33600	12	13	13	168688	57704	B	R	6948508	58834524	7354316	7354336	57024202	7128026	7128046	54698239	6837280	6837300	54698239	6837280	6837300	cc504e557c3ac5d7	48	2667	7433084	11986102	201408	134416	53167	204125	183875	301209	31750	176167	42	11220	11220	11220	9	9	9	119592	39864	B	R	7112000	58543144	7317893	7317914	54839797	6854975	6854996	53919383	6739923	6739944	53919383	6739923	6739944	32d2e8fa966b1fb9	42	274625	256	128	6837300	cc504e557c3ac5d7	1	256	6739944	32d2e8fa966b1fb9	1	1	571504
p17	clic-validation-041	12192768	18925584	9093590	8085038	8245686	192	5500	7804250	12121878	402816	520042	176083	618750	399459	2252125	158667	737458	42	57048	57048	57048	28	18	28	327952	124064	E	R	8085038	65157830	8144729	8144750	65856249	8232032	8232052	62152219	7769028	7769048	62152219	7769028	7769048	ef4f3acc43559647	48	2792	7665875	12121878	201408	134208	56542	362542	238000	500542	57000	437125	42	20115	20115	20115	15	10	15	177104	66408	E	R	8245686	65942669	8242834	8242854	67019042	8377381	8377402	64974714	8121840	8121860	64974714	8121840	8121860	7a623af526bee5c8	42	340374	128	128	7769048	ef4f3acc43559647	1	128	7769048	ef4f3acc43559647	1	1	730768
p17	clic-validation-042	12192768	18710791	9104760	8347186	8621620	192	5417	7650583	12137398	402816	550875	186583	1071584	825917	1991875	148917	1007875	41	77798	77798	77798	37	33	37	473944	163880	E	R	8347186	67564504	8445563	8445584	68234402	8529301	8529322	66690118	8336265	8336286	66690118	8336265	8336286	a4765a735d6dc387	48	2917	7446459	12137398	201408	145375	62458	384209	421416	517583	36833	413500	0	26129	26129	26129	14	16	16	203648	70832	B	R	8621620	70015389	8751924	8751944	69651104	8706388	8706408	68597948	8574744	8574764	68597948	8574744	8574764	94580f9eb34543fc	0	1583416	128	128	8336286	a4765a735d6dc387	1	128	8336286	a4765a735d6dc387	1	1	876760
p17	clic-validation-043	12289728	18915916	9068048	7924562	8110152	192	8583	7448292	12239430	402816	582292	169167	641500	520750	1601875	124958	555625	0	54991	54991	54991	26	25	25	336800	110792	B	R	7924562	63701383	7962673	7962694	63271766	7908971	7908992	61840487	7730061	7730082	61840487	7730061	7730082	a274a017f54b7cf6	48	1958	7578917	12239430	201408	148167	58333	360792	307333	407000	31250	336458	0	18277	18277	18277	15	13	15	190376	66408	E	R	8110152	64843789	8105474	8105494	65000320	8125040	8125060	64106970	8013372	8013392	64106970	8013372	8013392	35caa208b202cae4	42	345750	128	128	7730082	a274a017f54b7cf6	1	128	7730082	a274a017f54b7cf6	1	1	739616
p17	clic-validation-044	12289728	18863542	8654750	7873888	8131272	192	5542	7516125	12162876	402816	535416	178625	565250	589375	1818958	129833	545125	41	51678	51678	51678	28	29	28	376616	124064	E	R	7873888	62053081	7756636	7756656	62447490	7805937	7805958	60064944	7508118	7508138	60064944	7508118	7508138	eb51eff3d3324337	48	2459	7490917	12162876	201408	139916	71834	354209	367250	418458	33500	345833	0	17571	17571	17571	16	16	16	212496	70832	E	R	8131272	62522548	7815319	7815340	63118645	7889831	7889852	61788836	7723605	7723626	61788836	7723605	7723626	e6a9778b9045d721	84	1638042	128	128	7508138	eb51eff3d3324337	1	128	7508138	eb51eff3d3324337	1	1	779432
p17	clic-validation-045	12289728	18580583	8470372	7900172	8110572	192	4625	7502500	12218634	402816	526959	161917	529417	469541	1842958	156583	544292	166	35121	35121	35121	25	24	25	327952	110792	E	R	7900172	62454857	7806858	7806878	62714245	7839281	7839302	57804875	7225610	7225630	57804875	7225610	7225630	8cd2f181a59d48a9	48	1834	7777584	12218634	201408	129333	59875	278375	237208	418334	37334	289834	42	13580	13580	13580	11	11	11	146136	48712	E	R	8110572	63590972	7948872	7948892	64039046	8004881	8004902	60670266	7583784	7583804	60670266	7583784	7583804	45d8ddaf699447f4	0	1463291	128	128	7225630	8cd2f181a59d48a9	1	128	7225630	8cd2f181a59d48a9	1	1	730768
p17	clic-validation-046	12289728	18937625	8780082	7848400	7954172	192	5167	7553541	12183196	402816	527833	176791	655459	702875	2462708	135500	812958	41	53048	53048	53048	30	33	33	425280	146184	B	R	7848400	65239484	8154936	8154956	63658101	7957263	7957284	59922610	7490327	7490348	59922610	7490327	7490348	a563d0a380e0a670	48	2000	7330292	12183196	201408	135917	58125	353625	404834	501458	31500	369167	0	17430	17430	17430	15	16	16	208072	70832	B	R	7954172	65254041	8156756	8156776	64890098	8111263	8111284	62834603	7854326	7854346	62834603	7854326	7854346	f849f89509a98ca2	41	1951916	128	128	7490348	a563d0a380e0a670	1	128	7490348	a563d0a380e0a670	1	1	828096
p17	clic-validation-047	12192768	19615875	8899676	7957054	8191412	192	5000	7481208	12064512	402816	595292	225209	1112166	1199417	6776458	149791	1592083	125	57322	57322	57322	46	38	46	575696	203696	E	R	7957054	63677200	7959650	7959670	64027476	8003435	8003456	60573637	7571705	7571726	60573637	7571705	7571726	dc006439204dbbde	48	2750	7595125	12064512	201408	147875	59791	393250	397875	541792	32666	369000	41	20175	20175	20175	16	16	16	212496	70832	B	R	8191412	66753444	8344181	8344202	66694640	8336830	8336850	64278129	8034767	8034788	64278129	8034767	8034788	6077457df2390b65	0	1533875	128	128	7571726	dc006439204dbbde	1	128	7571726	dc006439204dbbde	1	1	978512
p17	clic-validation-048	12289728	18618625	8387112	7906474	7848440	192	5416	7349417	12172724	402816	532667	186791	512542	455250	2040250	128583	543667	0	58891	58891	58891	23	21	23	296984	101944	E	R	7906474	61768467	7721059	7721080	63471958	7933995	7934016	60504825	7563104	7563124	60504825	7563104	7563124	73513818dc36761f	48	3083	7786917	12172724	201408	137709	59416	294917	346375	575625	52583	383292	0	17887	17887	17887	13	15	15	190376	66408	B	R	7848440	61862676	7732835	7732856	61651020	7706378	7706398	61044550	7630569	7630590	61044550	7630569	7630590	1c5840e6f8132107	42	374458	128	128	7563124	73513818dc36761f	1	128	7563124	73513818dc36761f	1	1	699800
p17	clic-validation-049	12192768	20025291	8814616	7822290	8108738	192	5083	7346708	11738778	402816	570500	194667	698750	681417	2756458	148167	705917	0	62333	62333	62333	29	27	29	376616	128488	E	R	7822290	62996705	7874589	7874610	63821389	7977674	7977694	60813409	7601677	7601698	60813409	7601677	7601698	3c1078c9c6f8bbf9	48	1875	7534000	11738778	201408	170917	64708	404875	400250	567000	46583	391083	167	21735	21735	21735	16	16	16	212496	70832	E	R	8108738	63456598	7932075	7932096	64100532	8012567	8012588	62831250	7853907	7853928	62831250	7853907	7853928	93f20aec544a5e86	125	1456041	128	128	7601698	3c1078c9c6f8bbf9	1	128	7601698	3c1078c9c6f8bbf9	1	1	779432
p17	clic-validation-050	12192768	19339292	8156160	7378716	7478216	192	5875	7290208	10946930	402816	524750	180166	600792	482208	1524083	136625	477750	42	63918	63918	63918	24	21	21	292560	93096	B	R	7378716	59733814	7466727	7466748	59067311	7383414	7383434	58181829	7272729	7272750	58181829	7272729	7272750	93ae91c1e42c24e2	48	2125	7282375	10946930	201408	148917	63291	411917	297458	426042	35875	329792	41	20303	20303	20303	15	13	15	190376	66408	E	R	7478216	58776836	7347105	7347126	59469229	7433654	7433674	58604570	7325572	7325592	58604570	7325572	7325592	5ae8e07f5a73456c	0	1283333	128	128	7272750	93ae91c1e42c24e2	1	128	7272750	93ae91c1e42c24e2	1	1	695376
p17	clic-validation-051	12289728	19254291	9177716	8580442	8648696	192	4292	7721125	12278744	402816	533042	193334	461167	565125	1978417	147500	563917	0	85139	85139	85139	18	23	23	283712	101944	B	R	8580442	69525031	8690629	8690650	68854918	8606865	8606886	67751877	8468985	8469006	67751877	8468985	8469006	39550cba64a5da99	48	2041	7417250	12278744	201408	174416	84458	318333	408125	528083	40833	378500	167	25267	25267	25267	9	15	15	172680	66408	B	R	8648696	69906732	8738342	8738362	68881552	8610194	8610214	68374876	8546860	8546880	68374876	8546860	8546880	ef3517d3767b0b3a	0	2444416	128	128	8469006	39550cba64a5da99	1	128	8469006	39550cba64a5da99	1	1	686528
p17	clic-validation-052	12289728	18797500	8614622	7718096	7997574	192	4542	7667416	12166626	402816	526625	179875	561000	458208	1621667	144500	488041	42	57238	57238	57238	27	22	22	314680	97520	B	R	7718096	62401523	7800191	7800212	62358765	7794846	7794866	60299068	7537384	7537404	60299068	7537384	7537404	a439518d0ec18966	48	2375	7479125	12166626	201408	136000	58167	353709	281500	431708	32166	327500	83	17920	17920	17920	16	13	16	199224	70832	E	R	7997574	62474167	7809271	7809292	63382980	7922873	7922894	62020226	7752529	7752550	62020226	7752529	7752550	393b9491123db275	125	1364167	128	128	7537404	a439518d0ec18966	1	128	7537404	a439518d0ec18966	1	1	717496
p17	clic-validation-053	12289728	20274458	8049350	7672802	7683910	192	4708	7701917	12105286	402816	531584	175416	474792	428708	1831583	142000	423709	0	51145	51145	51145	22	21	21	283712	93096	B	R	7672802	61520896	7690112	7690132	61060968	7632621	7632642	58678513	7334815	7334836	58678513	7334815	7334836	7b2dc1696e9c486f	48	2291	7886917	12105286	201408	143417	60916	365458	269042	451458	32334	346250	0	17158	17158	17158	15	12	15	185952	66408	E	R	7683910	61788108	7723514	7723534	61836089	7729512	7729532	60830030	7603754	7603774	60830030	7603754	7603774	d3d8c355b4c45c5f	42	994833	128	128	7334836	7b2dc1696e9c486f	1	128	7334836	7b2dc1696e9c486f	1	1	686528
p17	clic-validation-054	12289728	20342541	8164480	7105098	7334782	192	6167	7569583	11863118	402816	508958	166333	553000	557667	1833542	125167	538125	0	37267	37267	37267	26	27	27	354496	119640	B	R	7105098	57250800	7156350	7156370	56881451	7110182	7110202	54919558	6864945	6864966	54919558	6864945	6864966	0d62355fa59f1ff2	48	2291	7595500	11863118	201408	137125	61334	324583	296500	455291	36375	351708	42	12985	12985	12985	16	16	16	212496	70832	E	R	7334782	56807738	7100968	7100988	57746219	7218278	7218298	56747197	7093400	7093420	56747197	7093400	7093420	bdb16133360475a1	125	859458	128	128	6864966	0d62355fa59f1ff2	1	128	6864966	0d62355fa59f1ff2	1	1	757312
p17	clic-validation-055	12289728	19670291	8452586	7806344	7568426	192	5667	7758875	11995666	402816	518875	165000	356000	297750	1307792	129625	349875	167	39261	39261	39261	17	15	17	217352	75400	E	R	7806344	60440752	7555094	7555114	61149567	7643696	7643716	56475380	7059423	7059444	56475380	7059423	7059444	bce38c8622691992	48	2334	7749167	11995666	201408	146583	63667	299834	237875	408791	32083	300625	0	14498	14498	14498	13	11	13	163832	57560	E	R	7568426	61482312	7685289	7685310	61689661	7711208	7711228	59957061	7494633	7494654	59957061	7494633	7494654	bb1b10dccf4212a7	125	1250082	128	128	7059444	bce38c8622691992	1	128	7059444	bce38c8622691992	1	1	620168
p17	clic-validation-056	7990272	11885542	5498758	5090268	5167842	130	5334	4905167	7975568	272740	355375	120291	559625	475000	1232208	94833	603375	0	40563	40563	40563	27	24	27	345462	119578	E	R	5090268	40151973	5018997	5019018	40427385	5053424	5053444	39748155	4968520	4968540	39748155	4968520	4968540	3d9eb95927e92256	35	1791	4873375	7975568	146860	116541	47208	382625	368250	330708	29958	340750	0	13394	13394	13394	15	15	15	199185	66395	E	R	5167842	40811378	5101423	5101444	41139563	5142446	5142466	40803848	5100481	5100502	40803848	5100481	5100502	aeef122f391cb387	0	1183874	128	128	4968540	3d9eb95927e92256	1	128	4968540	3d9eb95927e92256	1	1	618202
p17	clic-validation-057	7990272	11980625	5653454	5021628	5152288	130	4500	4813666	7972114	272740	361750	135000	572208	421042	1306917	92791	555708	41	35771	35771	35771	26	20	26	318918	115154	E	R	5021628	40562389	5070299	5070320	40918571	5114822	5114842	39854424	4981803	4981824	39854424	4981803	4981824	e0b04b0a3a5de0c4	35	1791	4899458	7972114	146860	112458	43417	295167	299750	315791	29708	266958	41	12235	12235	12235	13	13	13	172641	57547	B	R	5152288	41158988	5144874	5144894	41157235	5144655	5144676	41027265	5128409	5128430	41027265	5128409	5128430	f9a769fce4a0906c	83	882583	128	128	4981824	e0b04b0a3a5de0c4	1	128	4981824	e0b04b0a3a5de0c4	1	1	591658
p17	clic-validation-058	7990272	13473708	5371936	4943622	4935030	130	4125	4920000	7781654	272740	346750	114250	590041	385125	1031333	85500	478375	41	35588	35588	35588	24	19	24	296798	106306	E	R	4943622	39875540	4984443	4984464	40300907	5037614	5037634	38455344	4806918	4806938	38455344	4806918	4806938	9388c322ea0e6dd2	35	1583	5137667	7781654	146860	109334	56042	288000	234042	281042	25042	230958	167	12188	12188	12188	10	10	10	132825	44275	B	R	4935030	40413652	5051707	5051728	40083773	5010472	5010492	39502567	4937821	4937842	39502567	4937821	4937842	26d858d91c74bab5	42	975750	128	128	4806938	9388c322ea0e6dd2	1	128	4806938	9388c322ea0e6dd2	1	1	569538
p17	clic-validation-059	7990272	11012958	3988980	3595402	3675422	130	3959	4101041	5997788	272740	345916	115500	393041	383375	1038666	89292	393041	166	23644	23644	23644	21	22	22	287950	97458	B	R	3595402	28703213	3587902	3587922	28311729	3538967	3538988	28157757	3519720	3519740	28157757	3519720	3519740	7a4977c869f883fd	35	1750	3920666	5997788	146860	124334	49292	315416	291958	335375	30250	271833	42	9036	9036	9036	14	15	15	194761	66395	B	B	3675422	29042695	3630337	3630358	28823565	3602946	3602966	28823565	3602946	3602966	28823565	3602946	3602966	c061d55509041405	41	358125	128	128	3519740	7a4977c869f883fd	1	128	3519740	7a4977c869f883fd	1	1	560690
p17	clic-validation-060	7990272	11919875	4870430	4515910	4575774	130	3375	4578958	7446642	272740	342417	108875	332416	262709	735000	84291	389459	0	31637	31637	31637	17	14	17	212742	75338	E	R	4515910	36044344	4505543	4505564	36207124	4525891	4525912	35734654	4466832	4466852	35734654	4466832	4466852	328b12d7cf794f6e	35	1750	5104709	7446642	146860	105333	40875	217458	195125	209542	22125	192209	41	10298	10298	10298	10	10	10	132825	44275	B	R	4575774	36480419	4560053	4560074	36010859	4501358	4501378	35880010	4485002	4485022	35880010	4485002	4485022	94feca1fa5b67460	83	1162667	128	128	4466852	328b12d7cf794f6e	1	128	4466852	328b12d7cf794f6e	1	1	485482
p17	clic-validation-061	11165696	16062792	7757474	7438600	7429254	176	5208	6560250	11097330	369248	562584	198500	523417	392375	1397708	148959	498334	166	57283	57283	57283	21	16	21	257120	93080	E	R	7438600	59457965	7432246	7432266	59645056	7455632	7455652	58101005	7262626	7262646	58101005	7262626	7262646	d60dba4190819ad3	48	2000	6628708	11097330	201408	135500	59083	288958	236000	320292	32334	226959	125	20392	20392	20392	12	10	10	141712	44288	B	R	7429254	59993029	7499129	7499150	59957778	7494723	7494744	59527226	7440904	7440924	59527226	7440904	7440924	c48271676b01413e	167	1378084	128	128	7262646	d60dba4190819ad3	1	128	7262646	d60dba4190819ad3	1	1	626368
p17	clic-validation-062	10969088	15904500	6596034	6121602	6162162	176	4958	5714208	9578518	369248	479291	160167	498375	418625	1467208	127917	507709	41	43054	43054	43054	25	21	25	314632	110776	E	R	6121602	48662309	6082789	6082810	49235217	6154403	6154424	46629634	5828705	5828726	46629634	5828705	5828726	5adfbdac0716cb9f	48	2042	6171291	9578518	201408	132667	57083	234333	182917	314750	31167	241792	0	14785	14785	14785	11	9	11	137288	48712	E	R	6162162	49901492	6237687	6237708	50008502	6251063	6251084	48951840	6118980	6119000	48951840	6118980	6119000	a91cc683b982d317	83	929168	128	128	5828726	5adfbdac0716cb9f	1	128	5828726	5adfbdac0716cb9f	1	1	683880
p17	clic-validation-063	9732096	14918917	6954136	6445414	6534318	160	4000	5788250	9633828	335680	468125	158834	734917	804291	1738250	115750	814583	167	60169	60169	60169	32	36	36	460576	159424	B	R	6445414	51961099	6495138	6495158	51766461	6470808	6470828	51131925	6391491	6391512	51131925	6391491	6391512	a607a0a4d88ef77a	40	1875	6022042	9633828	167840	129709	58667	516250	362500	365042	32417	332625	42	19128	19128	19128	15	14	14	190352	61976	B	R	6534318	52249537	6531193	6531214	52176127	6522016	6522036	52104915	6513115	6513136	52104915	6513115	6513136	d9e5a98fe4a43a19	42	931750	128	128	6391512	a607a0a4d88ef77a	1	128	6391512	a607a0a4d88ef77a	1	1	796256
p17	clic-validation-064	11149312	16395291	8265838	7719328	7878280	176	4584	6675708	11018614	369248	508541	195458	1012333	973167	2599459	160834	1097084	0	83335	83335	83335	42	40	40	540256	177136	B	R	7719328	62642975	7830372	7830392	62044157	7755520	7755540	61474399	7684300	7684320	61474399	7684300	7684320	79f22fea8ccc8769	48	1917	6420209	11018614	201408	138250	63375	417417	416584	550791	33833	398542	0	27064	27064	27064	16	16	16	212496	70832	B	R	7878280	63782992	7972874	7972894	63359862	7919983	7920004	63299348	7912419	7912440	63299348	7912419	7912440	81803f7180d602b6	0	1219875	128	128	7684320	79f22fea8ccc8769	1	128	7684320	79f22fea8ccc8769	1	1	909504
p17	clic-validation-065	11182080	16745875	7530648	6898214	6856728	176	4708	6781708	11171350	369248	507750	165916	327917	382291	831125	113125	275042	0	41960	41960	41960	14	18	14	204032	62112	E	R	6898214	55287628	6910954	6910974	55456581	6932073	6932094	54241958	6780245	6780266	54241958	6780245	6780266	214cbd2022073564	48	2041	6700417	11171350	201408	139750	60084	163167	187500	216958	27166	160875	41	14767	14767	14767	7	8	8	101896	35440	B	R	6856728	56712409	7089052	7089072	55634311	6954289	6954310	55269332	6908667	6908688	55269332	6908667	6908688	caa1bf09e470a031	42	457000	128	128	6780266	214cbd2022073564	1	128	6780266	214cbd2022073564	1	1	573280
p17	clic-validation-066	5973120	10759958	4007076	3437954	3463560	104	3541	3651750	5502426	218192	292958	89375	328292	254792	666125	74667	329334	42	28749	28749	28749	15	12	15	186120	66464	E	R	3437954	28137628	3517204	3517224	28803608	3600451	3600472	27451355	3431420	3431440	27451355	3431420	3431440	af23ae294a66ea51	28	1417	3657958	5502426	117488	85084	37583	186333	178625	189459	31417	188500	0	11195	11195	11195	7	7	7	92988	30996	E	R	3463560	28954557	3619320	3619340	29017497	3627188	3627208	28845189	3605649	3605670	28845189	3605649	3605670	78213021f9cf1236	0	385333	128	128	3431440	af23ae294a66ea51	1	128	3431440	af23ae294a66ea51	1	1	404312
p17	clic-validation-067	11149312	17051417	7797260	7149540	7399782	176	4250	6966750	10785140	369248	557708	192541	1132125	1123250	2839250	130291	1079958	42	63064	63064	63064	49	43	49	624312	216952	E	R	7149540	57179444	7147431	7147452	57428732	7178592	7178612	56109180	7013648	7013668	56109180	7013648	7013668	1cd8b39911428ec5	48	1917	6403375	10785140	201408	138209	62791	402417	399791	552000	36875	394458	0	21803	21803	21803	16	16	16	212496	70832	B	R	7399782	58817292	7352162	7352182	58230047	7278756	7278776	58096172	7262022	7262042	58096172	7262022	7262042	1dec5d43b6121305	42	467292	128	128	7013668	1cd8b39911428ec5	1	128	7013668	1cd8b39911428ec5	1	1	993560
