
running 1 test
p16	id	profile	rgba_bytes	blocks	counter_init_ns	counter_update_ns	counter_updates	counter_storage_bytes	self_cost_ns	e_proposal_ns	b_proposal_ns	e_cost_ns	b_cost_ns	p15_reassignment_ns	p15_rebuild_ns	refined_cost_ns	selection_ns	e_merge_updates	b_merge_updates	refined_merge_updates	split_merge_updates	retained_plan_bytes	e_bits	e_payload_bytes	e_riff_bytes	e_groups	b_bits	b_payload_bytes	b_riff_bytes	b_groups	refined_bits	refined_payload_bytes	refined_riff_bytes	refined_groups	split_bits	split_payload_bytes	split_riff_bytes	split_groups	single_riff_bytes	control_riff_bytes	initial_kind	selected_kind	final_kind	final_riff_bytes	final_hash	growth_steps	public_exact	eb_selector_exact	final_selector_exact
p16-step	id	profile	iteration	before_groups	resulting_groups	source_group	seed_one	seed_two	regret	seed_penalty	old_partition_blocks	new_partition_blocks	regret_ns	seed_ns	partition_ns	split_rebuild_ns	split_ns	reassignment_ns	rebuild_ns	exact_cost_ns	before_riff_bytes	candidate_riff_bytes	riff_delta	accepted	assignments_stable
p16-step	clic-validation-022	compact	29	51	52	10	75	45	41339	45191	3	5	473500	131958	217708	100500	923750	2005041	89792	777584	4683412	4672374	-11038	1	0
p16-step	clic-validation-022	compact	30	52	53	19	142	121	41179	35142	9	1	480333	116250	208875	90750	896333	2197541	103083	974792	4672374	4664822	-7552	1	0
p16-step	clic-validation-022	compact	31	53	54	48	34	60	40894	31402	3	4	548667	127333	240666	115875	1032667	2213333	93708	873000	4664822	4654696	-10126	1	0
p16-step	clic-validation-022	compact	32	54	55	49	25	21	40298	27495	1	5	526834	97125	147084	98583	869667	2104500	91625	981583	4654696	4649764	-4932	1	0
p16-step	clic-validation-022	compact	33	55	56	35	122	136	38276	35888	2	9	575958	172833	321375	106833	1177041	2068667	114875	871625	4649764	4641006	-8758	1	0
p16-step	clic-validation-022	compact	34	56	57	19	142	120	36729	18265	6	3	507042	103750	203958	96625	911459	2118625	97500	865708	4641006	4620912	-20094	1	0
p16-step	clic-validation-022	compact	35	57	58	2	146	133	34993	19727	4	1	512083	57875	83250	96042	749375	2343125	98083	884959	4620912	4612910	-8002	1	0
p16-step	clic-validation-022	compact	36	58	59	55	137	35	34308	31006	7	2	509250	121583	207250	89167	927292	2158791	91375	871708	4612910	4603406	-9504	1	0
p16-step	clic-validation-022	compact	37	59	60	11	7	16	33176	32160	3	2	524167	70458	96167	88584	779500	2251375	105208	1045625	4603406	4597300	-6106	1	0
p16-step	clic-validation-022	compact	38	60	61	27	37	125	33096	33882	1	5	565375	100917	118625	90917	875917	2259708	96708	894000	4597300	4592540	-4760	1	0
p16-step	clic-validation-022	compact	39	61	62	7	71	53	32962	35303	2	5	525583	81416	122167	88625	817958	2180625	99875	907500	4592540	4581966	-10574	1	0
p16-step	clic-validation-022	compact	40	62	63	37	115	83	31339	31794	2	1	614291	48833	45042	111666	819916	2445458	97125	1089375	4581966	4576326	-5640	1	0
p16-step	clic-validation-022	compact	41	63	64	3	18	106	30587	43579	2	1	555958	40750	39000	91875	727625	2328833	99292	941292	4576326	4570508	-5818	1	0
p16	clic-validation-022	low-latency	9445376	40	7041	4986250	9326994	168480	1113541	130417	48083	267834	201375	309584	23500	242125	1833	9837	9837	9837	9837	230208	44784153	5598020	5598040	13	46271421	5783928	5783948	10	44277476	5534685	5534706	13	42162841	5270356	5270376	16	6415554	5628318	R	Split	Split	5270376	d882516dcfd1c02e	3	1	1	1
p16-step	clic-validation-022	low-latency	1	13	14	0	30	5	329867	297204	8	11	149917	273958	558916	25042	1007917	346667	24666	265542	5534706	5392040	-142666	1	0
p16-step	clic-validation-022	low-latency	2	14	15	1	16	17	265216	252777	4	2	159375	100708	152625	22166	434916	367292	24750	263500	5392040	5296006	-96034	1	0
p16-step	clic-validation-022	low-latency	3	15	16	0	35	38	207422	232084	8	1	161250	117209	211459	23084	513125	355917	23708	275542	5296006	5270376	-25630	1	0
p16	clic-validation-023	compact	9445376	160	3542	4957792	9405916	338240	4113584	441125	152625	752250	636084	1858334	93375	634625	4791	38316	38316	38316	38316	726176	46316184	5789523	5789544	36	46122207	5765276	5765296	32	44705278	5588160	5588180	32	41977251	5247157	5247178	64	6765154	5856188	R	Split	Split	5247178	6eb58ceeb19cc1f6	32	1	1	1
p16-step	clic-validation-023	compact	1	32	33	5	134	44	120868	117404	3	4	456792	127083	206292	94166	884375	1788667	118125	764625	5588180	5544106	-44074	1	0
p16-step	clic-validation-023	compact	2	33	34	13	114	80	83839	70688	8	8	511875	256291	446042	138875	1353208	1793250	98791	663792	5544106	5518738	-25368	1	0
p16-step	clic-validation-023	compact	3	34	35	21	98	65	79285	75677	4	3	474542	101667	179083	102292	857667	1848791	99917	663916	5518738	5497216	-21522	1	0
p16-step	clic-validation-023	compact	4	35	36	30	14	0	74512	72412	2	2	473458	59458	70917	105375	709292	1907125	110250	813583	5497216	5487398	-9818	1	0
p16-step	clic-validation-023	compact	5	36	37	3	132	111	70645	87057	1	13	557333	269583	463458	99334	1389791	1991875	102083	714500	5487398	5479002	-8396	1	0
p16-step	clic-validation-023	compact	6	37	38	31	119	89	69411	68504	2	1	485500	41667	37958	89125	654333	1897916	93458	708542	5479002	5463580	-15422	1	0
p16-step	clic-validation-023	compact	7	38	39	16	128	125	65689	63785	1	1	509167	22375	3334	133041	668000	1997417	97458	795417	5463580	5455606	-7974	1	0
p16-step	clic-validation-023	compact	8	39	40	5	135	12	65046	58762	3	3	508792	77459	134500	96792	817667	1843958	94125	701750	5455606	5445280	-10326	1	0
p16-step	clic-validation-023	compact	9	40	41	11	25	59	64799	62190	1	3	503791	66125	83083	92625	745708	1886333	97083	727292	5445280	5437754	-7526	1	0
p16-step	clic-validation-023	compact	10	41	42	13	101	113	62023	59207	3	6	641000	126000	199084	119708	1085917	2037208	95208	841875	5437754	5421118	-16636	1	0
p16-step	clic-validation-023	compact	11	42	43	7	108	33	61703	54761	3	1	533042	68208	86959	91500	779750	2022125	94250	754041	5421118	5412210	-8908	1	0
p16-step	clic-validation-023	compact	12	43	44	34	50	49	60721	58846	1	2	532625	38917	39083	92541	703291	1988917	111750	954917	5412210	5404994	-7216	1	0
p16-step	clic-validation-023	compact	13	44	45	10	48	32	59903	39005	2	2	578875	66916	76542	113333	835750	2155125	128542	863750	5404994	5395056	-9938	1	0
p16-step	clic-validation-023	compact	14	45	46	36	106	120	59002	51019	2	11	721500	229583	409709	113459	1474292	2095875	94000	806750	5395056	5382676	-12380	1	0
p16-step	clic-validation-023	compact	15	46	47	2	15	46	57599	48000	2	5	650083	143541	240250	110083	1144125	2214042	93375	837208	5382676	5374526	-8150	1	0
p16-step	clic-validation-023	compact	16	47	48	29	103	88	53828	50715	1	1	571666	22750	3334	105250	703000	2143792	100583	844083	5374526	5368188	-6338	1	0
p16-step	clic-validation-023	compact	17	48	49	14	24	124	53702	55490	2	2	612708	61208	72958	102750	849750	2215208	117833	1016000	5368188	5359666	-8522	1	0
p16-step	clic-validation-023	compact	18	49	50	32	29	43	51938	47371	2	2	648958	77666	84042	100666	911416	2357875	115875	908834	5359666	5348136	-11530	1	0
p16-step	clic-validation-023	compact	19	50	51	41	114	115	51916	43270	1	5	585375	74375	117750	96000	873583	2176208	109375	1000958	5348136	5342232	-5904	1	0
p16-step	clic-validation-023	compact	20	51	52	39	143	133	51466	48439	1	2	700042	38375	41250	97333	877083	2199333	102375	880792	5342232	5335634	-6598	1	0
p16-step	clic-validation-023	compact	21	52	53	50	113	115	51075	38131	1	4	580291	59959	85875	92959	819125	2129667	106167	896625	5335634	5329834	-5800	1	0
p16-step	clic-validation-023	compact	22	53	54	4	86	21	50900	45661	3	7	578833	181583	310042	92625	1163167	2415125	106250	1084583	5329834	5319494	-10340	1	0
p16-step	clic-validation-023	compact	23	54	55	43	49	65	47182	44240	1	1	637625	31167	3500	111875	784291	2270542	96459	928791	5319494	5313696	-5798	1	0
p16-step	clic-validation-023	compact	24	55	56	7	108	90	46481	42337	2	1	587709	46625	43125	98875	776375	2231875	124833	1127916	5313696	5304250	-9446	1	0
p16-step	clic-validation-023	compact	25	56	57	33	131	80	46023	35058	2	2	682292	58334	80875	102042	923708	2387209	96500	1080125	5304250	5297792	-6458	1	0
p16-step	clic-validation-023	compact	26	57	58	21	98	66	48284	55609	4	1	660083	63209	90000	97459	910792	2304375	103875	1083709	5297792	5289132	-8660	1	0
p16-step	clic-validation-023	compact	27	58	59	0	71	1	44268	40899	6	5	763375	232541	369208	137417	1502708	2266417	102042	1069417	5289132	5284858	-4274	1	0
p16-step	clic-validation-023	compact	28	59	60	0	71	68	44076	36608	3	2	643000	95667	131500	95709	966041	2342542	122000	1028708	5284858	5271412	-13446	1	0
p16-step	clic-validation-023	compact	29	60	61	52	115	112	44021	35900	3	1	796541	51417	60834	124333	1033250	2595125	125000	1185000	5271412	5264824	-6588	1	0
p16-step	clic-validation-023	compact	30	61	62	53	9	34	42270	39836	5	4	697708	156583	274500	94250	1223083	2379708	97041	1067750	5264824	5257850	-6974	1	0
p16-step	clic-validation-023	compact	31	62	63	19	52	84	41104	37597	3	2	705500	77916	124250	140167	1047958	2509958	112000	1064875	5257850	5252338	-5512	1	0
p16-step	clic-validation-023	compact	32	63	64	28	61	76	40166	41288	1	1	658125	23417	3250	93584	778459	2419750	100667	1050917	5252338	5247178	-5160	1	0
p16	clic-validation-023	low-latency	9445376	40	3375	5135458	9405916	168480	1214375	126708	53500	396000	342709	369250	25000	306709	2375	12799	12799	12799	12799	283296	46672225	5834029	5834050	16	46149297	5768663	5768684	16	45603697	5700463	5700484	16	45603697	5700463	5700484	16	6765154	5979252	R	R	R	5700484	40d3c4d1ba9b054f	0	1	1	1
p16	clic-validation-024	compact	12192768	192	4666	6687542	11783030	405888	5045250	527208	167750	505292	511459	1443083	137667	572750	5125	44696	44696	44696	44696	624552	58898294	7362287	7362308	25	58990604	7373826	7373846	27	57216513	7152065	7152086	25	51043623	6380453	6380474	64	7803852	7349344	R	Split	Split	6380474	6901923ee7227499	39	1	1	1
p16-step	clic-validation-024	compact	1	25	26	0	135	130	125377	107370	16	15	488417	552417	1158083	119792	2318792	1517709	115541	517292	7152086	6935722	-216364	1	0
p16-step	clic-validation-024	compact	2	26	27	4	1	21	102885	99334	5	4	416500	143208	254875	111834	926500	1525459	115458	552542	6935722	6908862	-26860	1	0
p16-step	clic-validation-024	compact	3	27	28	3	30	16	100147	93156	2	12	460667	275541	471000	119791	1327125	1513958	127250	635167	6908862	6887026	-21836	1	0
p16-step	clic-validation-024	compact	4	28	29	8	33	124	92234	84502	1	10	481041	232208	391542	117917	1222875	1561458	122583	563541	6887026	6875628	-11398	1	0
p16-step	clic-validation-024	compact	5	29	30	13	47	55	78348	58589	2	13	431417	269375	476584	114292	1291750	1492958	135875	572375	6875628	6860476	-15152	1	0
p16-step	clic-validation-024	compact	6	30	31	0	140	165	76686	66129	14	35	472958	811583	1500709	113167	2898625	1514750	112084	594750	6860476	6773840	-86636	1	0
p16-step	clic-validation-024	compact	7	31	32	7	110	98	75485	70963	6	3	424000	134542	242291	118667	919542	1521917	110917	562208	6773840	6759760	-14080	1	0
p16-step	clic-validation-024	compact	8	32	33	18	13	116	74539	69962	2	2	437584	58375	74958	105667	676750	1547042	110083	565500	6759760	6749668	-10092	1	0
p16-step	clic-validation-024	compact	9	33	34	11	96	85	74254	57547	3	2	490375	73750	105500	144375	814167	1719916	115042	659708	6749668	6719992	-29676	1	0
p16-step	clic-validation-024	compact	10	34	35	3	1	31	62047	57583	2	2	449750	48459	62417	114125	674834	1572167	107916	618417	6719992	6708528	-11464	1	0
p16-step	clic-validation-024	compact	11	35	36	2	145	118	60957	57697	2	6	457041	153584	267500	119292	997500	1567000	114709	641917	6708528	6696970	-11558	1	0
p16-step	clic-validation-024	compact	12	36	37	27	10	16	60905	53944	3	8	458291	258167	440584	138334	1295500	1780667	138041	759459	6696970	6683066	-13904	1	0
p16-step	clic-validation-024	compact	13	37	38	6	167	100	60503	65977	4	5	517333	164458	278167	154917	1115042	1612083	111333	640916	6683066	6676342	-6724	1	0
p16-step	clic-validation-024	compact	14	38	39	15	51	53	59710	99204	3	5	468917	114375	196792	120250	900458	1678250	124125	717292	6676342	6666044	-10298	1	0
p16-step	clic-validation-024	compact	15	39	40	25	138	133	57773	46287	6	8	603291	288709	513375	115458	1520916	1685958	119125	672583	6666044	6652926	-13118	1	0
p16-step	clic-validation-024	compact	16	40	41	4	2	44	57588	61499	2	2	479292	49666	59833	115083	704000	1668417	112625	706250	6652926	6637854	-15072	1	0
p16-step	clic-validation-024	compact	17	41	42	17	14	90	57394	48541	2	3	492125	72666	106500	112333	783750	1704000	142750	857084	6637854	6627166	-10688	1	0
p16-step	clic-validation-024	compact	18	42	43	7	172	110	55451	56416	5	6	559583	166708	254375	112500	1093291	2023167	123209	791250	6627166	6609276	-17890	1	0
p16-step	clic-validation-024	compact	19	43	44	30	158	6	54189	47846	20	2	563875	342292	666959	116375	1689625	1907250	125250	837625	6609276	6551646	-57630	1	0
p16-step	clic-validation-024	compact	20	44	45	38	53	89	53295	48359	3	2	578208	92083	110042	123875	904291	1947458	143292	855792	6551646	6542992	-8654	1	0
p16-step	clic-validation-024	compact	21	45	46	34	30	31	51472	47940	1	1	556916	20375	2500	120125	700041	2018000	117083	849375	6542992	6537000	-5992	1	0
p16-step	clic-validation-024	compact	22	46	47	6	167	26	51028	40643	2	2	547708	60625	70833	115292	794583	1826917	112625	872333	6537000	6527694	-9306	1	0
p16-step	clic-validation-024	compact	23	47	48	5	103	43	50000	50158	4	1	624584	91667	133875	120125	970375	1870375	111666	834875	6527694	6522150	-5544	1	0
p16-step	clic-validation-024	compact	24	48	49	5	103	93	49611	40890	2	2	531000	64834	80500	107750	784250	1870500	121708	813750	6522150	6516766	-5384	1	0
p16-step	clic-validation-024	compact	25	49	50	0	157	128	49424	38208	12	7	549583	268625	494833	117791	1430958	2047375	126083	964250	6516766	6491842	-24924	1	0
p16-step	clic-validation-024	compact	26	50	51	21	50	91	47674	45861	1	1	622458	29458	2750	131375	786167	2157125	117417	861542	6491842	6486110	-5732	1	0
p16-step	clic-validation-024	compact	27	51	52	14	65	8	42719	46786	2	3	543291	84167	124708	115875	868125	2017542	110625	970250	6486110	6477004	-9106	1	0
p16-step	clic-validation-024	compact	28	52	53	36	16	20	38678	40209	1	7	577583	155292	266458	115042	1114417	1968542	114667	841375	6477004	6472520	-4484	1	0
p16-step	clic-validation-024	compact	29	53	54	29	46	68	38354	25039	4	9	556250	206583	369334	107291	1239542	1970875	114083	866917	6472520	6451312	-21208	1	0
p16-step	clic-validation-024	compact	30	54	55	12	25	36	38238	43574	2	2	574750	59333	77459	108542	820209	2140625	114167	1010625	6451312	6446752	-4560	1	0
p16-step	clic-validation-024	compact	31	55	56	30	158	122	37778	34230	11	11	644042	304000	585750	132709	1666583	2078834	112875	920875	6446752	6434780	-11972	1	0
p16-step	clic-validation-024	compact	32	56	57	38	53	76	36708	32472	2	1	598042	32625	29875	107917	768625	2103917	134542	1065292	6434780	6426512	-8268	1	0
p16-step	clic-validation-024	compact	33	57	58	42	110	123	36241	23576	1	2	712208	36333	32208	127041	907916	2214292	133208	1020916	6426512	6422166	-4346	1	0
p16-step	clic-validation-024	compact	34	58	59	37	120	100	35650	41349	3	2	632458	81666	115084	114166	943458	2116458	112250	953417	6422166	6412780	-9386	1	0
p16-step	clic-validation-024	compact	35	59	60	39	5	130	34997	41817	5	3	744417	174666	268875	136666	1324750	2208833	115459	1029208	6412780	6402440	-10340	1	0
p16-step	clic-validation-024	compact	36	60	61	12	25	54	34845	42486	1	1	633917	29791	2542	114958	781334	2205209	125334	1024667	6402440	6397130	-5310	1	0
p16-step	clic-validation-024	compact	37	61	62	28	86	34	34552	22771	3	7	672084	202792	361541	120083	1356667	2448458	129542	1149541	6397130	6388872	-8258	1	0
p16-step	clic-validation-024	compact	38	62	63	41	42	90	33705	34208	1	2	723209	44084	39541	115333	922250	2179625	108625	1042000	6388872	6385062	-3810	1	0
p16-step	clic-validation-024	compact	39	63	64	18	13	24	33547	36705	1	1	669917	18166	2417	116250	806917	2272625	111084	1199166	6385062	6380474	-4588	1	0
p16	clic-validation-024	low-latency	12192768	48	2583	6749125	11783030	202176	1424708	142875	57625	327834	280125	416500	27125	313541	2292	14978	14978	14978	14978	274480	59477639	7434705	7434726	16	60039161	7504896	7504916	14	57967250	7245907	7245928	16	57967250	7245907	7245928	16	7803852	7363364	R	R	R	7245928	5d509b5377a7fe35	0	1	1	1
p16	clic-validation-025	compact	12192768	192	5792	6623917	11706164	405888	5816625	531917	194500	576125	605917	1564500	127084	576125	4873	65879	65879	65879	65879	615704	63776534	7972067	7972088	24	64014131	8001767	8001788	27	61065704	7633213	7633234	24	56967469	7120934	7120954	64	8753828	7869586	R	Split	Split	7120954	ff4a86c1f6a55393	40	1	1	1
p16-step	clic-validation-025	compact	1	24	25	7	96	173	99085	81248	17	7	475625	430666	852000	133458	1891833	1567583	148875	618417	7633234	7618068	-15166	1	0
p16-step	clic-validation-025	compact	2	25	26	11	172	55	89531	73926	7	10	515083	318166	681875	154416	1669708	1527083	145792	563000	7618068	7572980	-45088	1	0
p16-step	clic-validation-025	compact	3	26	27	3	154	34	91194	83722	3	10	473416	233584	427000	141000	1275083	1564750	136083	582958	7572980	7560288	-12692	1	0
p16-step	clic-validation-025	compact	4	27	28	15	4	1	88530	84894	1	2	470375	39959	37875	138959	687209	1692792	149625	703791	7560288	7549304	-10984	1	0
p16-step	clic-validation-025	compact	5	28	29	7	96	135	87103	60370	6	14	569584	363709	708584	142208	1784209	1736166	164000	648416	7549304	7490156	-59148	1	0
p16-step	clic-validation-025	compact	6	29	30	6	173	72	85682	67149	1	2	494916	47959	46959	123458	713375	1578250	128542	652166	7490156	7479972	-10184	1	0
p16-step	clic-validation-025	compact	7	30	31	8	67	22	77988	77292	3	2	496625	87875	149458	163333	897375	1793792	143833	714583	7479972	7458986	-20986	1	0
p16-step	clic-validation-025	compact	8	31	32	0	100	12	74422	45857	3	13	525208	379500	726334	133083	1764167	1678917	137708	677083	7458986	7444388	-14598	1	0
p16-step	clic-validation-025	compact	9	32	33	5	124	114	70468	63168	4	3	529125	138958	228000	131709	1027833	1708958	126750	799084	7444388	7437272	-7116	1	0
p16-step	clic-validation-025	compact	10	33	34	31	76	131	69417	40809	7	6	655333	313583	614167	131958	1715125	1797583	153416	720375	7437272	7398694	-38578	1	0
p16-step	clic-validation-025	compact	11	34	35	18	33	23	68967	64003	1	2	568542	56583	50334	126500	802000	1754042	139791	717208	7398694	7390084	-8610	1	0
p16-step	clic-validation-025	compact	12	35	36	14	104	120	67235	64255	2	2	560208	73167	91625	122417	847541	1922708	133417	748250	7390084	7359266	-30818	1	0
p16-step	clic-validation-025	compact	13	36	37	19	162	81	64581	61268	9	4	560125	179000	341916	129292	1210417	1890500	133166	730208	7359266	7340962	-18304	1	0
p16-step	clic-validation-025	compact	14	37	38	31	44	109	62955	50693	2	11	629167	301709	528416	128917	1588333	2005667	142791	859958	7340962	7329862	-11100	1	0
p16-step	clic-validation-025	compact	15	38	39	12	37	90	58076	41960	11	12	648167	527375	1008709	161334	2345750	2033792	136792	839334	7329862	7321474	-8388	1	0
p16-step	clic-validation-025	compact	16	39	40	2	153	147	56418	59069	2	11	654750	305834	569208	130500	1660375	2082416	144042	969000	7321474	7312876	-8598	1	0
p16-step	clic-validation-025	compact	17	40	41	3	154	132	54813	51688	1	2	709834	49042	41791	156084	956875	2171417	148792	897333	7312876	7306592	-6284	1	0
p16-step	clic-validation-025	compact	18	41	42	25	157	71	53855	51383	5	2	702917	125750	202666	150583	1182042	2047042	136583	891584	7306592	7289792	-16800	1	0
p16-step	clic-validation-025	compact	19	42	43	11	172	65	53760	39731	5	6	664500	222541	355708	157417	1400291	2233292	141541	985417	7289792	7273954	-15838	1	0
p16-step	clic-validation-025	compact	20	43	44	9	136	171	50440	46362	1	5	661917	126416	208292	140292	1137000	2062959	130708	905834	7273954	7268232	-5722	1	0
p16-step	clic-validation-025	compact	21	44	45	1	103	118	49655	58092	2	6	655125	162125	288167	126333	1231875	2262375	185083	997958	7268232	7262148	-6084	1	0
p16-step	clic-validation-025	compact	22	45	46	24	133	116	48934	34748	4	1	673750	98209	126250	144250	1042500	2246333	142542	941625	7262148	7253864	-8284	1	0
p16-step	clic-validation-025	compact	23	46	47	19	162	151	48806	38422	6	3	690042	129292	202667	133167	1155250	2234709	138667	960083	7253864	7240180	-13684	1	0
p16-step	clic-validation-025	compact	24	47	48	14	53	86	47366	41717	7	5	662250	225583	398500	126708	1413125	2287000	133500	994375	7240180	7231038	-9142	1	0
p16-step	clic-validation-025	compact	25	48	49	14	53	159	48964	40563	1	6	713375	126375	187209	125167	1152209	2299792	152208	1129833	7231038	7224852	-6186	1	0
p16-step	clic-validation-025	compact	26	49	50	39	147	170	46791	43097	1	10	779667	265458	491625	142666	1679458	2258792	131125	1033625	7224852	7219310	-5542	1	0
p16-step	clic-validation-025	compact	27	50	51	12	37	14	44835	31982	4	8	728292	238041	454750	139958	1561125	2456583	146167	1198334	7219310	7216110	-3200	1	0
p16-step	clic-validation-025	compact	28	51	52	26	158	155	44210	29195	2	5	786542	120458	202708	147417	1257250	2374792	134792	1016500	7216110	7209534	-6576	1	0
p16-step	clic-validation-025	compact	29	52	53	42	139	66	43933	26725	3	2	721958	75833	110500	137291	1045750	2447458	179000	1243958	7209534	7203044	-6490	1	0
p16-step	clic-validation-025	compact	30	53	54	28	54	135	43857	24748	5	1	813000	105208	160458	145041	1223833	2465500	130292	1068875	7203044	7195006	-8038	1	0
p16-step	clic-validation-025	compact	31	54	55	12	37	110	43013	29308	3	1	747500	67125	82042	129583	1026291	2357125	143833	1212375	7195006	7187308	-7698	1	0
p16-step	clic-validation-025	compact	32	55	56	48	159	145	42801	31569	2	4	814542	99416	158917	160334	1233333	2462750	137833	1152041	7187308	7181406	-5902	1	0
p16-step	clic-validation-025	compact	33	56	57	7	96	34	42148	55670	2	9	794458	163459	309417	136208	1403583	2395542	167833	1202167	7181406	7171562	-9844	1	0
p16-step	clic-validation-025	compact	34	57	58	36	152	160	41430	42213	1	3	792750	54750	69083	136916	1053667	2518208	154459	1142292	7171562	7166400	-5162	1	0
p16-step	clic-validation-025	compact	35	58	59	4	45	128	40504	30170	3	1	853584	77209	102416	134625	1167917	2472583	156458	1339375	7166400	7158512	-7888	1	0
p16-step	clic-validation-025	compact	36	59	60	24	133	117	40411	33643	3	1	905333	75292	89875	159666	1230250	2519708	144166	1189791	7158512	7154884	-3628	1	0
p16-step	clic-validation-025	compact	37	60	61	19	162	177	39091	32473	4	2	843000	72000	110833	149709	1175625	2607584	175291	1359375	7154884	7142734	-12150	1	0
p16-step	clic-validation-025	compact	38	61	62	28	54	111	37916	19897	4	1	889833	99000	123041	158042	1270000	2749375	156083	1210167	7142734	7136096	-6638	1	0
p16-step	clic-validation-025	compact	39	62	63	51	174	125	37641	24094	2	3	819042	84875	125833	145167	1175000	2649500	153791	1431125	7136096	7126640	-9456	1	0
p16-step	clic-validation-025	compact	40	63	64	43	47	171	37130	31878	2	3	952917	106500	170250	141000	1370750	2582500	155583	1269334	7126640	7120954	-5686	1	0
p16	clic-validation-025	low-latency	12192768	48	2875	6451791	11706164	202176	1862958	146291	62875	421125	316500	479458	37167	382625	2166	21895	21895	21895	21895	265632	63654615	7956827	7956848	16	65273456	8159182	8159202	12	62755366	7844421	7844442	16	62755366	7844421	7844442	16	8753828	8063140	R	R	R	7844442	80699cf21a4d163a	0	1	1	1
p16	clic-validation-026	compact	12451840	192	3417	7555917	12439888	405888	5602250	620750	185958	606542	511834	1696417	125875	563333	5376	61095	61095	61095	61095	611280	65922479	8240310	8240330	26	65507945	8188494	8188514	24	62978333	7872292	7872312	24	60353045	7544131	7544152	64	8945248	8259084	R	Split	Split	7544152	46134c56ac954d92	40	1	1	1
p16-step	clic-validation-026	compact	1	24	25	5	140	2	65397	65050	13	21	416000	577375	1118000	124291	2235750	1487958	140042	530417	7872312	7851182	-21130	1	0
p16-step	clic-validation-026	compact	2	25	26	0	8	90	65356	67570	4	4	451292	169334	271791	112167	1004667	1609958	122083	547875	7851182	7834470	-16712	1	0
p16-step	clic-validation-026	compact	3	26	27	23	139	54	57320	53283	4	12	444834	241125	481292	109625	1277000	1495500	112084	526291	7834470	7823114	-11356	1	0
p16-step	clic-validation-026	compact	4	27	28	2	50	41	53097	41578	9	5	432375	256541	534500	137416	1361000	1600541	113875	591709	7823114	7811766	-11348	1	0
p16-step	clic-validation-026	compact	5	28	29	2	50	117	52272	31906	2	6	468333	151334	270416	142250	1032500	1742958	120166	658709	7811766	7804592	-7174	1	0
p16-step	clic-validation-026	compact	6	29	30	5	140	126	50216	47033	7	9	512084	247250	486500	111875	1357792	1713250	113583	602750	7804592	7779214	-25378	1	0
p16-step	clic-validation-026	compact	7	30	31	15	32	43	45769	25907	3	1	477208	51167	64542	116500	709417	1690500	130333	585250	7779214	7772492	-6722	1	0
p16-step	clic-validation-026	compact	8	31	32	0	19	11	44856	39775	4	4	535125	163708	270833	130458	1100166	1855750	123250	695917	7772492	7770142	-2350	1	0
p16-step	clic-validation-026	compact	9	32	33	6	96	124	43684	39334	3	13	560416	307750	596208	122667	1587166	1888500	119333	712917	7770142	7762638	-7504	1	0
p16-step	clic-validation-026	compact	10	33	34	27	41	12	43339	33694	1	6	513250	118625	214042	111250	957291	1868542	124875	845625	7762638	7757250	-5388	1	0
p16-step	clic-validation-026	compact	11	34	35	24	27	114	43265	54654	11	5	529417	275708	513125	118500	1436875	1864625	120792	701500	7757250	7739826	-17424	1	0
p16-step	clic-validation-026	compact	12	35	36	13	110	0	41709	46893	9	7	506792	320875	592625	114208	1534625	1937167	123708	685292	7739826	7729724	-10102	1	0
p16-step	clic-validation-026	compact	13	36	37	29	129	126	40455	46561	5	14	674250	322500	597125	138209	1732208	2144708	162417	746708	7729724	7715842	-13882	1	0
p16-step	clic-validation-026	compact	14	37	38	32	67	176	40209	32003	3	10	539333	242375	446417	113541	1341833	1955542	121375	748000	7715842	7706948	-8894	1	0
p16-step	clic-validation-026	compact	15	38	39	0	19	8	40119	24173	2	2	568583	58791	75959	110000	813458	2112000	127833	767875	7706948	7692464	-14484	1	0
p16-step	clic-validation-026	compact	16	39	40	8	46	135	39236	37227	2	4	561917	113625	172750	116042	964458	2030000	112167	752500	7692464	7686320	-6144	1	0
p16-step	clic-validation-026	compact	17	40	41	9	160	102	39117	37967	5	2	548667	137625	217333	111292	1014959	2050750	120542	921500	7686320	7675354	-10966	1	0
p16-step	clic-validation-026	compact	18	41	42	3	10	122	38933	42163	8	7	633167	319958	560375	127375	1640959	2213584	126459	847584	7675354	7658140	-17214	1	0
p16-step	clic-validation-026	compact	19	42	43	26	57	23	38016	35026	1	4	599041	75500	105083	111291	891083	2135583	116333	846375	7658140	7653838	-4302	1	0
p16-step	clic-validation-026	compact	20	43	44	28	25	137	36238	27471	4	2	619541	138250	182584	133625	1074166	2256625	118084	919375	7653838	7642312	-11526	1	0
p16-step	clic-validation-026	compact	21	44	45	18	64	92	34573	34611	3	1	597750	60333	83667	119000	860834	2259125	125542	852125	7642312	7634186	-8126	1	0
p16-step	clic-validation-026	compact	22	45	46	10	20	6	34278	27679	2	3	611875	65500	107417	112041	896875	2309000	131750	925666	7634186	7629572	-4614	1	0
p16-step	clic-validation-026	compact	23	46	47	42	23	47	33991	31354	1	3	631542	59500	71333	113333	875750	2240958	123166	879416	7629572	7625908	-3664	1	0
p16-step	clic-validation-026	compact	24	47	48	5	33	106	33974	43111	1	1	614416	19708	2125	110833	747250	2290959	118916	984250	7625908	7619982	-5926	1	0
