
running 1 test
stream	id	layout	bytes	rgba_hash	stream_hash	encode_ns	project_exact
stream	clic-validation-034	default	8618366	9ab537cee8a6f725	171b788311b0b504	125321917	1
stream	clic-validation-034	single	9017490	9ab537cee8a6f725	be80cb6d8ba9bc9e	66434875	1
stream	clic-validation-034	compact	7712614	9ab537cee8a6f725	503770163966213c	58728708	1
stream	clic-validation-034	low-latency	8055376	9ab537cee8a6f725	fb4fd5d6f1141951	54211041	1
stream	clic-validation-034	compact-control	8425850	9ab537cee8a6f725	c60a77ee228fbe0f	88647125	1
stream	clic-validation-034	low-latency-control	8475800	9ab537cee8a6f725	8c9291363f667e1b	85174292	1
stream	clic-validation-035	default	8048070	1c7cba4a5059cb2d	63a3dec85e82506b	167004500	1
stream	clic-validation-035	single	8945746	1c7cba4a5059cb2d	09343fba1db70948	69956250	1
stream	clic-validation-035	compact	7360522	1c7cba4a5059cb2d	7e0bc6f9a19edfd7	60837500	1
stream	clic-validation-035	low-latency	7887660	1c7cba4a5059cb2d	9e51b620bc1a6561	55491125	1
stream	clic-validation-035	compact-control	8124282	1c7cba4a5059cb2d	0935beeb6715c7da	91695750	1
stream	clic-validation-035	low-latency-control	8055284	1c7cba4a5059cb2d	412e6979ef098033	88899000	1
stream	clic-validation-036	default	8305656	8a82094490cf3de6	0365d1572d567266	125750333	1
stream	clic-validation-036	single	8414648	8a82094490cf3de6	d91a2a953faf60b0	65911458	1
stream	clic-validation-036	compact	6943116	8a82094490cf3de6	7ffbe5e862489ce0	59989291	1
stream	clic-validation-036	low-latency	7286640	8a82094490cf3de6	45ca710246cbf237	54266958	1
stream	clic-validation-036	compact-control	7281758	8a82094490cf3de6	dbba36b7f776979d	87995500	1
stream	clic-validation-036	low-latency-control	7368046	8a82094490cf3de6	85cf78c6599ce065	83205042	1
stream	clic-validation-037	default	8246464	3a910c171731cab6	cd13ea9f345f9acf	166122041	1
stream	clic-validation-037	single	8406362	3a910c171731cab6	42315527d2c40c17	67502917	1
stream	clic-validation-037	compact	7249538	3a910c171731cab6	f400b01a8fd4365d	60108542	1
stream	clic-validation-037	low-latency	7428732	3a910c171731cab6	f335b3a6ba63eb3e	55203667	1
stream	clic-validation-037	compact-control	7772372	3a910c171731cab6	5d2756e807704ab1	88126125	1
stream	clic-validation-037	low-latency-control	7805588	3a910c171731cab6	0c2c1cf96dc34b0a	84742125	1
stream	clic-validation-038	default	7673578	ad437832dec9a2fb	c9bd6323e54be299	160997583	1
stream	clic-validation-038	single	8836622	ad437832dec9a2fb	91b417aafb492e96	63251250	1
stream	clic-validation-038	compact	7430188	ad437832dec9a2fb	47e3e18f00d2ba8c	62346500	1
stream	clic-validation-038	low-latency	7867454	ad437832dec9a2fb	d9ea8ebcf8414b7e	53673500	1
stream	clic-validation-038	compact-control	8140256	ad437832dec9a2fb	16c4160b4af1b939	85117167	1
stream	clic-validation-038	low-latency-control	8129706	ad437832dec9a2fb	d882db21b5bd96f3	81270625	1
stream	clic-validation-039	default	8203404	79092bf051e7b7fa	957b503e8305d00c	161194375	1
stream	clic-validation-039	single	8403690	79092bf051e7b7fa	86944a67c821274f	65988041	1
stream	clic-validation-039	compact	6913994	79092bf051e7b7fa	5c1ff47425c7a662	60434750	1
stream	clic-validation-039	low-latency	7080414	79092bf051e7b7fa	15419aa59619819d	54097250	1
stream	clic-validation-039	compact-control	7163302	79092bf051e7b7fa	71b90b977929d8ff	84447208	1
stream	clic-validation-039	low-latency-control	7174990	79092bf051e7b7fa	db4ccf38a773a2bc	81209125	1
stream	clic-validation-040	default	7870646	f1cedda480b841a2	89c832a24962a8ec	163888250	1
stream	clic-validation-040	single	7945870	f1cedda480b841a2	0925d81676a3feab	64830208	1
stream	clic-validation-040	compact	6837300	f1cedda480b841a2	cc504e557c3ac5d7	56826958	1
stream	clic-validation-040	low-latency	6739944	f1cedda480b841a2	32d2e8fa966b1fb9	53067542	1
stream	clic-validation-040	compact-control	6948508	f1cedda480b841a2	4ebc4f813c05112a	85269750	1
stream	clic-validation-040	low-latency-control	7112000	f1cedda480b841a2	c32e1fa0c6d2c711	80825333	1
test encoder::product_benchmark_tests::product_validation_reproducer ... ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 42 filtered out; finished in 33.77s

