
running 1 test
p16	id	profile	rgba_bytes	blocks	counter_init_ns	counter_update_ns	counter_updates	counter_storage_bytes	self_cost_ns	e_proposal_ns	b_proposal_ns	e_cost_ns	b_cost_ns	p15_reassignment_ns	p15_rebuild_ns	refined_cost_ns	selection_ns	e_merge_updates	b_merge_updates	refined_merge_updates	split_merge_updates	retained_plan_bytes	e_bits	e_payload_bytes	e_riff_bytes	e_groups	b_bits	b_payload_bytes	b_riff_bytes	b_groups	refined_bits	refined_payload_bytes	refined_riff_bytes	refined_groups	split_bits	split_payload_bytes	split_riff_bytes	split_groups	single_riff_bytes	control_riff_bytes	initial_kind	selected_kind	final_kind	final_riff_bytes	final_hash	growth_steps	public_exact	eb_selector_exact	final_selector_exact
p16-step	id	profile	iteration	before_groups	resulting_groups	source_group	seed_one	seed_two	regret	seed_penalty	old_partition_blocks	new_partition_blocks	regret_ns	seed_ns	partition_ns	split_rebuild_ns	split_ns	reassignment_ns	rebuild_ns	exact_cost_ns	before_riff_bytes	candidate_riff_bytes	riff_delta	accepted	assignments_stable
p16-step	clic-validation-029	compact	21	38	39	3	4	14	46648	32413	14	5	462250	247167	466666	143334	1319500	1814083	109708	742750	5424522	5408268	-16254	1	0
p16-step	clic-validation-029	compact	22	39	40	29	50	116	45056	37722	5	2	485334	106458	175166	122959	889959	1843250	109667	687958	5408268	5393798	-14470	1	0
p16-step	clic-validation-029	compact	23	40	41	31	156	148	44855	40127	4	5	431875	137000	230583	99167	898709	1698125	98417	684500	5393798	5382968	-10830	1	0
p16-step	clic-validation-029	compact	24	41	42	35	177	121	43896	32253	4	4	508958	136042	183000	122917	951042	1870875	108625	847667	5382968	5369432	-13536	1	0
p16-step	clic-validation-029	compact	25	42	43	21	143	164	43411	30747	5	3	503917	144167	245750	103459	997375	1823083	114792	717958	5369432	5356748	-12684	1	0
p16-step	clic-validation-029	compact	26	43	44	13	173	133	43345	40446	6	2	467542	127416	204417	104833	904292	1807875	101459	896042	5356748	5343922	-12826	1	0
p16-step	clic-validation-029	compact	27	44	45	19	117	61	42619	37562	3	1	550458	96750	111583	105375	864333	1853959	108416	796792	5343922	5334936	-8986	1	0
p16-step	clic-validation-029	compact	28	45	46	18	110	135	42409	44206	2	4	468791	94000	125875	121791	810541	1906833	118542	756417	5334936	5329416	-5520	1	0
p16-step	clic-validation-029	compact	29	46	47	27	54	26	41166	40750	2	6	463917	129000	232917	108125	934000	1852583	99875	743708	5329416	5320544	-8872	1	0
p16-step	clic-validation-029	compact	30	47	48	11	140	139	40405	29987	3	1	466375	48625	60042	109958	685083	1873500	100375	766583	5320544	5315248	-5296	1	0
p16-step	clic-validation-029	compact	31	48	49	34	118	106	40117	32779	3	2	482167	86750	124875	100375	794292	1921208	103791	823500	5315248	5308878	-6370	1	0
p16-step	clic-validation-029	compact	32	49	50	20	73	114	39776	33544	3	4	506250	117750	189500	112542	926167	2048750	108584	855208	5308878	5298580	-10298	1	0
p16-step	clic-validation-029	compact	33	50	51	23	68	51	38421	32844	1	5	497166	104584	151500	101750	855083	1911500	111625	828250	5298580	5294342	-4238	1	0
p16-step	clic-validation-029	compact	34	51	52	28	109	98	38337	31406	2	1	635875	40125	33958	120584	830750	2210917	118250	941750	5294342	5286084	-8258	1	0
p16-step	clic-validation-029	compact	35	52	53	7	20	56	36370	33084	11	9	650916	307250	578583	128167	1665041	2263375	113125	878791	5286084	5273018	-13066	1	0
p16-step	clic-validation-029	compact	36	53	54	40	161	96	33459	29780	3	3	521875	86000	136542	108875	853375	2024667	99541	890625	5273018	5264154	-8864	1	0
p16-step	clic-validation-029	compact	37	54	55	9	113	105	33113	29242	1	2	516750	38250	36875	108000	700000	2252750	99750	970209	5264154	5259216	-4938	1	0
p16-step	clic-validation-029	compact	38	55	56	3	4	9	32389	27300	4	8	535875	153541	269875	100875	1060292	1959291	106292	861542	5259216	5245994	-13222	1	0
p16-step	clic-validation-029	compact	39	56	57	25	93	52	32097	24238	2	2	522583	60958	76542	112625	772791	2004959	143792	1077958	5245994	5238506	-7488	1	0
p16-step	clic-validation-029	compact	40	57	58	2	159	144	31488	27773	2	2	619333	59792	76417	116042	871667	2251833	113625	1033500	5238506	5233388	-5118	1	0
p16-step	clic-validation-029	compact	41	58	59	21	143	142	29508	21126	3	2	624250	96167	127750	128250	976458	2252625	125166	1099208	5233388	5228772	-4616	1	0
p16-step	clic-validation-029	compact	42	59	60	13	173	179	29317	14116	6	2	630958	115083	199667	120417	1066166	2064500	105458	973375	5228772	5218522	-10250	1	0
p16-step	clic-validation-029	compact	43	60	61	22	38	97	28891	23908	2	1	573125	39791	37667	112875	763500	2115750	107250	1006667	5218522	5214664	-3858	1	0
p16-step	clic-validation-029	compact	44	61	62	41	146	176	28848	25536	1	3	589042	51541	65958	105875	812500	2243250	127166	1207416	5214664	5211580	-3084	1	0
p16-step	clic-validation-029	compact	45	62	63	52	44	13	28408	30493	6	2	615834	106541	178709	117375	1018500	2157458	104917	1030084	5211580	5211038	-542	1	0
p16-step	clic-validation-029	compact	46	63	64	14	53	82	28337	27395	4	1	607334	79125	108750	102500	897834	2222834	110792	1146292	5211038	5206834	-4204	1	0
p16	clic-validation-029	low-latency	12192768	48	3625	6556000	9914778	202176	1391750	135292	59916	238500	260209	316459	29125	257041	1916	11866	11866	11866	11866	221392	50084803	6260601	6260622	10	49738981	6217373	6217394	12	48950742	6118843	6118864	12	47108337	5888543	5888564	16	6878640	6030840	R	Split	Split	5888564	998c001d38b2b47f	4	1	1	1
p16-step	clic-validation-029	low-latency	1	12	13	1	44	29	263578	254660	5	9	176041	272583	520792	32208	1001750	316625	28000	268792	6118864	6027596	-91268	1	0
p16-step	clic-validation-029	low-latency	2	13	14	4	45	31	215187	170796	4	2	164291	87583	139917	27042	418916	319667	26667	264417	6027596	5976120	-51476	1	0
p16-step	clic-validation-029	low-latency	3	14	15	7	37	19	189158	185535	1	2	172792	47333	42375	27375	289917	308291	27458	278292	5976120	5951742	-24378	1	0
p16-step	clic-validation-029	low-latency	4	15	16	6	0	23	186915	185263	5	1	169916	90792	150667	25958	437458	345750	28041	286291	5951742	5888564	-63178	1	0
p16	clic-validation-030	compact	11968000	192	7750	6353292	11771662	405888	7075417	576000	173334	736166	535834	1745417	130875	582208	3830	82352	82352	82352	82352	606856	66745596	8343200	8343220	29	66553443	8319181	8319202	22	65221607	8152701	8152722	22	60046248	7505781	7505802	64	8832266	8257108	R	Split	Split	7505802	0883bf04dbb31651	42	1	1	1
p16-step	clic-validation-030	compact	1	22	23	4	187	146	135044	125098	14	30	469125	821208	1813958	133083	3237458	1619167	137000	581000	8152722	8025832	-126890	1	0
p16-step	clic-validation-030	compact	2	23	24	3	173	18	109592	90588	9	21	470750	595083	1271416	128125	2465500	1694542	144125	672709	8025832	7965116	-60716	1	0
p16-step	clic-validation-030	compact	3	24	25	0	167	139	105137	84343	4	14	537875	469584	825042	131625	1964208	1621500	130250	634916	7965116	7926146	-38970	1	0
p16-step	clic-validation-030	compact	4	25	26	22	164	78	99126	78617	7	23	499209	649333	1326458	145500	2620542	1785375	158083	703792	7926146	7868824	-57322	1	0
p16-step	clic-validation-030	compact	5	26	27	12	107	104	96142	86476	1	4	548417	113791	158833	146333	967542	1828416	158458	693083	7868824	7857368	-11456	1	0
p16-step	clic-validation-030	compact	6	27	28	4	187	181	65416	60752	8	7	565333	196875	383875	125292	1271500	1673834	123416	647792	7857368	7821806	-35562	1	0
p16-step	clic-validation-030	compact	7	28	29	9	14	2	61384	52478	4	3	530375	105458	145125	119375	900500	1880583	142125	664084	7821806	7805044	-16762	1	0
p16-step	clic-validation-030	compact	8	29	30	7	9	3	58433	63528	2	5	489041	88708	143500	123583	844958	1777916	124542	650875	7805044	7793484	-11560	1	0
p16-step	clic-validation-030	compact	9	30	31	25	163	78	57556	37855	13	10	504625	513333	1047000	127959	2193083	1738375	120667	798125	7793484	7757270	-36214	1	0
p16-step	clic-validation-030	compact	10	31	32	0	185	169	51049	46388	2	2	570792	60458	84667	127667	843709	1829250	120958	715000	7757270	7747702	-9568	1	0
p16-step	clic-validation-030	compact	11	32	33	23	46	21	51048	39890	1	15	528042	360958	686250	123833	1699125	1835292	125583	699375	7747702	7741906	-5796	1	0
p16-step	clic-validation-030	compact	12	33	34	28	11	2	49147	42787	1	2	537542	31000	29416	118083	716125	1938250	154916	840583	7741906	7736328	-5578	1	0
p16-step	clic-validation-030	compact	13	34	35	22	173	166	48408	43631	2	7	568542	151625	302708	138208	1161125	1928041	129000	749042	7736328	7729946	-6382	1	0
p16-step	clic-validation-030	compact	14	35	36	24	53	140	45512	47353	12	2	611916	356709	652958	127125	1748750	1985125	168125	853375	7729946	7715412	-14534	1	0
p16-step	clic-validation-030	compact	15	36	37	8	16	47	43773	44380	3	2	560792	73208	108000	123292	865334	1971500	123250	756125	7715412	7704582	-10830	1	0
p16-step	clic-validation-030	compact	16	37	38	25	39	155	41732	35544	4	15	561833	403042	792166	132417	1889542	1971709	123541	821917	7704582	7685562	-19020	1	0
p16-step	clic-validation-030	compact	17	38	39	24	53	56	41499	25741	10	2	610292	334250	602917	138833	1686292	2129708	145083	880959	7685562	7662426	-23136	1	0
p16-step	clic-validation-030	compact	18	39	40	37	163	72	39687	28510	9	6	643625	444709	610666	123958	1823000	2025000	123041	865708	7662426	7648298	-14128	1	0
p16-step	clic-validation-030	compact	19	40	41	14	69	142	35980	31564	2	3	631625	99292	185500	142708	1059250	2274667	133000	1001959	7648298	7641066	-7232	1	0
p16-step	clic-validation-030	compact	20	41	42	9	14	10	33337	43341	2	2	661208	48875	54500	122292	887000	2104083	131583	874791	7641066	7632992	-8074	1	0
p16-step	clic-validation-030	compact	21	42	43	5	99	114	32993	28938	5	3	624333	190875	310167	120958	1246375	2240916	151208	1026084	7632992	7623598	-9394	1	0
p16-step	clic-validation-030	compact	22	43	44	35	148	128	32851	32922	1	3	701458	83166	114125	139583	1038500	2365709	128125	933583	7623598	7620074	-3524	1	0
p16-step	clic-validation-030	compact	23	44	45	29	5	7	32142	26380	1	4	661833	59167	81916	131375	934417	2198583	145000	1011666	7620074	7616570	-3504	1	0
p16-step	clic-validation-030	compact	24	45	46	2	112	88	31385	26915	16	1	649125	463584	853416	121709	2087875	2321250	131250	950334	7616570	7610158	-6412	1	0
p16-step	clic-validation-030	compact	25	46	47	37	160	153	29999	14417	5	4	714167	186167	346083	129333	1375833	2420458	149250	1123791	7610158	7601256	-8902	1	0
p16-step	clic-validation-030	compact	26	47	48	30	149	78	28810	13197	6	1	762166	154208	280459	137792	1334708	2386833	122167	1010708	7601256	7594928	-6328	1	0
p16-step	clic-validation-030	compact	27	48	49	2	112	135	28724	21238	15	1	706792	422250	815583	124083	2068875	2625917	143167	1195875	7594928	7591992	-2936	1	0
p16-step	clic-validation-030	compact	28	49	50	2	112	118	28786	16690	9	6	785291	436625	785292	160166	2167458	2655542	126167	1136375	7591992	7582262	-9730	1	0
p16-step	clic-validation-030	compact	29	50	51	13	75	95	28489	19640	1	5	754375	141500	195084	123584	1214625	2845375	142750	1241833	7582262	7579052	-3210	1	0
p16-step	clic-validation-030	compact	30	51	52	1	70	64	28350	22084	5	2	791958	145667	253833	130791	1322375	2680583	139167	1099417	7579052	7566982	-12070	1	0
p16-step	clic-validation-030	compact	31	52	53	32	17	24	27748	24436	9	6	790750	374833	638416	165167	1969250	2964000	121125	1272167	7566982	7565374	-1608	1	0
p16-step	clic-validation-030	compact	32	53	54	32	17	48	27350	20324	7	1	793708	193375	292958	124833	1404958	2778833	126792	1190833	7565374	7563286	-2088	1	0
p16-step	clic-validation-030	compact	33	54	55	3	34	43	27098	18282	1	7	779875	127166	210167	133541	1250875	2801375	128000	1160292	7563286	7560482	-2804	1	0
p16-step	clic-validation-030	compact	34	55	56	34	170	166	26695	19938	3	4	806833	109792	195750	125042	1237541	2893542	146375	1372417	7560482	7556456	-4026	1	0
p16-step	clic-validation-030	compact	35	56	57	43	128	139	26558	20301	1	2	898625	62292	60667	129291	1151000	2798333	128458	1226417	7556456	7553666	-2790	1	0
p16-step	clic-validation-030	compact	36	57	58	32	17	30	26397	20050	6	1	811792	142334	238541	142959	1335667	3109084	143500	1417041	7553666	7550364	-3302	1	0
p16-step	clic-validation-030	compact	37	58	59	4	187	191	26249	19674	7	1	960000	99625	174416	136625	1370708	2931417	141417	1317375	7550364	7534144	-16220	1	0
p16-step	clic-validation-030	compact	38	59	60	10	81	137	26199	29784	1	3	843125	134792	125166	139959	1243084	3097084	126750	1276917	7534144	7531310	-2834	1	0
p16-step	clic-validation-030	compact	39	60	61	24	53	61	25355	15314	7	3	865250	245417	430792	128500	1670083	2930333	131375	1460750	7531310	7517088	-14222	1	0
p16-step	clic-validation-030	compact	40	61	62	32	17	18	25083	17075	5	1	976375	127958	182333	136666	1423500	3136917	125375	1327167	7517088	7512986	-4102	1	0
p16-step	clic-validation-030	compact	41	62	63	33	2	31	24965	37381	1	1	873250	15667	1291	141083	1031417	3050125	136167	1351750	7512986	7508314	-4672	1	0
p16-step	clic-validation-030	compact	42	63	64	0	185	167	24575	20101	1	2	896166	31667	30458	140792	1099166	3090667	123875	1325125	7508314	7505802	-2512	1	0
p16	clic-validation-030	low-latency	11968000	48	3167	6546250	11771662	202176	2049708	140209	67209	429959	404667	580917	33542	417875	2209	28376	28376	28376	28376	270056	68568740	8571093	8571114	16	68828142	8603518	8603538	13	67890949	8486369	8486390	16	67890949	8486369	8486390	16	8832266	8705786	R	R	R	8486390	f6ee32706b66ae62	0	1	1	1
p16	clic-validation-031	compact	12192768	192	5959	6810959	11761630	405888	4616084	522709	154209	549292	427958	1552208	103042	628792	8709	39248	39248	39248	39248	620128	58020838	7252605	7252626	27	58090900	7261363	7261384	22	56366841	7045856	7045876	27	51167085	6395886	6395906	64	8103604	7174330	R	Split	Split	6395906	40bcbd8b2ce35f2d	37	1	1	1
p16-step	clic-validation-031	compact	1	27	28	4	16	1	148013	143295	12	6	450042	322459	573916	120875	1467375	1632875	107875	564959	7045876	6928200	-117676	1	0
p16-step	clic-validation-031	compact	2	28	29	6	39	13	109568	89399	4	1	404541	77125	118625	103125	703541	1575875	109000	552417	6928200	6878798	-49402	1	0
p16-step	clic-validation-031	compact	3	29	30	1	175	109	83972	72387	12	13	413500	403875	800542	100333	1718250	1663917	131208	630334	6878798	6806180	-72618	1	0
p16-step	clic-validation-031	compact	4	30	31	2	170	86	83144	77461	4	5	473584	171125	345792	112291	1102875	1764667	111167	625167	6806180	6785888	-20292	1	0
p16-step	clic-validation-031	compact	5	31	32	4	4	29	73012	67127	6	8	444708	206666	361000	124292	1136791	1700042	108000	607833	6785888	6759892	-25996	1	0
p16-step	clic-validation-031	compact	6	32	33	8	73	14	71928	70621	3	2	433459	82375	127792	114041	757792	1765833	129208	719458	6759892	6742062	-17830	1	0
p16-step	clic-validation-031	compact	7	33	34	7	190	63	71472	59163	1	2	455792	46833	42750	120584	666125	1659792	109375	634708	6742062	6731726	-10336	1	0
p16-step	clic-validation-031	compact	8	34	35	6	39	96	70803	82860	11	11	443291	350584	666333	107292	1567541	1729000	114917	614959	6731726	6707272	-24454	1	0
p16-step	clic-validation-031	compact	9	35	36	17	177	152	67922	86825	4	14	431791	298375	633125	136542	1500041	1920292	121250	743166	6707272	6697924	-9348	1	0
p16-step	clic-validation-031	compact	10	36	37	31	36	3	61708	59696	6	2	520166	116167	198708	143583	978708	1753125	106083	674416	6697924	6685432	-12492	1	0
p16-step	clic-validation-031	compact	11	37	38	11	78	92	61645	42270	2	5	458916	118458	200334	108000	885833	1803958	103792	697500	6685432	6672758	-12674	1	0
p16-step	clic-validation-031	compact	12	38	39	6	39	168	59932	52427	8	8	454583	247083	447625	108542	1257833	1825041	108708	687000	6672758	6649664	-23094	1	0
p16-step	clic-validation-031	compact	13	39	40	1	108	186	59320	52271	3	16	471917	299250	529333	107708	1408334	1802083	116833	697250	6649664	6637440	-12224	1	0
p16-step	clic-validation-031	compact	14	40	41	3	44	97	58602	64447	4	5	458292	162625	292584	104041	1017583	1982500	104458	811333	6637440	6609596	-27844	1	0
p16-step	clic-validation-031	compact	15	41	42	24	110	80	56853	49363	1	2	512292	46917	41750	114916	715958	1892333	119375	749875	6609596	6601804	-7792	1	0
p16-step	clic-validation-031	compact	16	42	43	19	134	136	55031	35787	3	2	487750	85000	126750	103292	802958	1840417	107666	742375	6601804	6587422	-14382	1	0
p16-step	clic-validation-031	compact	17	43	44	6	40	48	54389	42844	7	1	514792	114750	218167	103667	951500	1976459	120792	960708	6587422	6568218	-19204	1	0
p16-step	clic-validation-031	compact	18	44	45	34	144	21	51265	51080	3	2	553834	84959	102708	128958	870500	1969333	111958	790166	6568218	6559042	-9176	1	0
p16-step	clic-validation-031	compact	19	45	46	39	186	182	51141	45704	8	8	520667	230208	491625	110416	1353042	1915458	102958	884084	6559042	6540242	-18800	1	0
p16-step	clic-validation-031	compact	20	46	47	20	163	101	50530	80827	2	2	620667	61000	69791	114750	866292	1920791	106167	820584	6540242	6528888	-11354	1	0
p16-step	clic-validation-031	compact	21	47	48	10	162	53	49313	47193	4	3	519333	116917	215958	101750	954000	2027709	137791	838667	6528888	6517498	-11390	1	0
p16-step	clic-validation-031	compact	22	48	49	2	170	137	49149	51589	2	5	537875	118667	189959	102542	949167	2160125	108625	855125	6517498	6506016	-11482	1	0
p16-step	clic-validation-031	compact	23	49	50	5	20	126	48117	61134	1	3	541833	71917	79916	102417	796167	2008958	101750	845500	6506016	6492750	-13266	1	0
p16-step	clic-validation-031	compact	24	50	51	29	70	81	47255	39275	5	5	560958	177417	314292	108750	1161500	2042667	113375	991666	6492750	6476720	-16030	1	0
p16-step	clic-validation-031	compact	25	51	52	17	177	119	44424	41610	2	2	646791	58000	87000	129000	920875	2192125	126083	952125	6476720	6468570	-8150	1	0
p16-step	clic-validation-031	compact	26	52	53	31	36	28	43175	42582	1	5	608750	82083	145041	124042	960000	2148667	123958	956250	6468570	6463058	-5512	1	0
p16-step	clic-validation-031	compact	27	53	54	8	73	10	42473	40634	2	3	614083	76250	112125	111500	914042	2109334	120750	965666	6463058	6459108	-3950	1	0
p16-step	clic-validation-031	compact	28	54	55	30	75	86	40533	35190	4	1	563084	93583	139958	110334	907000	2124667	106416	972625	6459108	6449696	-9412	1	0
p16-step	clic-validation-031	compact	29	55	56	38	41	169	40296	35447	2	4	578042	86125	135708	108125	908000	2112042	146417	1094000	6449696	6443142	-6554	1	0
p16-step	clic-validation-031	compact	30	56	57	49	113	118	40141	43071	1	3	642625	73917	78041	118500	913209	2320166	143083	1064666	6443142	6438632	-4510	1	0
p16-step	clic-validation-031	compact	31	57	58	0	91	124	39373	24209	5	2	619875	125292	210459	108208	1063875	2236666	112917	991250	6438632	6435420	-3212	1	0
p16-step	clic-validation-031	compact	32	58	59	18	23	8	38209	66063	2	1	748958	42375	43667	142750	977875	2174667	118917	1020917	6435420	6426162	-9258	1	0
p16-step	clic-validation-031	compact	33	59	60	16	50	49	37939	28417	3	1	627458	57208	80125	115667	880500	2234541	111375	1017708	6426162	6421126	-5036	1	0
p16-step	clic-validation-031	compact	34	60	61	2	181	191	37416	34180	2	2	623000	59625	68250	110458	861417	2448875	143250	1258833	6421126	6415866	-5260	1	0
p16-step	clic-validation-031	compact	35	61	62	35	152	159	37249	42166	3	7	685709	165500	278125	116791	1246250	2264500	102542	1063958	6415866	6410046	-5820	1	0
p16-step	clic-validation-031	compact	36	62	63	39	186	176	36962	32363	3	5	643125	106208	170250	110542	1030166	2451125	144125	1235334	6410046	6400122	-9924	1	0
p16-step	clic-validation-031	compact	37	63	64	0	91	114	36453	12954	4	1	703958	90000	125416	116083	1035583	2610792	108708	1094542	6400122	6395906	-4216	1	0
p16	clic-validation-031	low-latency	12192768	48	4625	6841417	11761630	202176	1315916	134083	61417	325209	283166	355042	28542	336500	2292	14016	14016	14016	14016	270056	58023365	7252921	7252942	16	58048171	7256022	7256042	13	57560771	7195097	7195118	16	57560771	7195097	7195118	16	8103604	7277258	R	R	R	7195118	d1371667d0f04ecc	0	1	1	1
p16	clic-validation-032	compact	12192768	192	4750	6500167	11931674	405888	4836250	528084	148041	290875	217542	858375	104250	244167	2838	36621	36621	36621	36621	443168	55139356	6892420	6892440	13	55233216	6904152	6904172	10	54332651	6791582	6791602	13	47670968	5958871	5958892	64	7422746	6915788	R	Split	Split	5958892	b1d48653acbd86a3	51	1	1	1
p16-step	clic-validation-032	compact	1	13	14	11	56	119	117078	112411	1	2	247500	41542	38542	104416	432083	838125	132583	327166	6791602	6773566	-18036	1	0
p16-step	clic-validation-032	compact	2	14	15	5	106	52	116748	101811	2	9	280833	219292	377500	115542	993292	823458	110208	272875	6773566	6750466	-23100	1	0
p16-step	clic-validation-032	compact	3	15	16	9	107	59	104107	93854	2	3	251000	70292	101709	118750	541833	830959	105834	288625	6750466	6728290	-22176	1	0
p16-step	clic-validation-032	compact	4	16	17	4	8	38	102804	101201	24	9	255583	547000	1123125	101458	2027333	893583	111208	300167	6728290	6571360	-156930	1	0
p16-step	clic-validation-032	compact	5	17	18	0	162	121	96344	98360	18	18	260792	615166	1317000	124459	2317542	1078375	129167	318458	6571360	6510774	-60586	1	0
p16-step	clic-validation-032	compact	6	18	19	14	54	52	82163	77201	1	12	266500	229000	412667	111583	1019875	946458	115167	318958	6510774	6501086	-9688	1	0
p16-step	clic-validation-032	compact	7	19	20	3	55	109	77763	86584	2	14	266792	288083	530000	104000	1188958	956375	104708	334167	6501086	6489956	-11130	1	0
p16-step	clic-validation-032	compact	8	20	21	4	8	46	77265	61037	5	40	290833	645083	1316542	102916	2355416	1047083	103709	350041	6489956	6446490	-43466	1	0
p16-step	clic-validation-032	compact	9	21	22	0	161	62	74656	53567	12	15	293958	412292	819000	101750	1627042	1053917	117083	450166	6446490	6350874	-95616	1	0
p16-step	clic-validation-032	compact	10	22	23	10	93	44	71828	67162	1	1	323708	24333	2958	119417	470500	1045875	128167	381333	6350874	6341914	-8960	1	0
p16-step	clic-validation-032	compact	11	23	24	20	46	36	69325	47982	9	22	306667	482417	966833	112041	1868083	1131292	107167	391375	6341914	6262850	-79064	1	0
p16-step	clic-validation-032	compact	12	24	25	7	70	100	61759	60359	1	4	315333	79958	112292	103500	611125	1120625	118125	417667	6262850	6255334	-7516	1	0
p16-step	clic-validation-032	compact	13	25	26	17	155	121	50593	55414	13	4	299417	288542	607333	111542	1306917	1201500	126542	526166	6255334	6228842	-26492	1	0
p16-step	clic-validation-032	compact	14	26	27	19	109	104	48989	66205	1	13	355625	279250	491333	114375	1240667	1233750	128584	499375	6228842	6222632	-6210	1	0
p16-step	clic-validation-032	compact	15	27	28	1	142	120	45822	48603	15	3	369875	454667	633000	120917	1578625	1180709	111500	486750	6222632	6213600	-9032	1	0
p16-step	clic-validation-032	compact	16	28	29	17	82	151	43308	38702	9	5	332750	272500	448916	114125	1168375	1366292	133709	563167	6213600	6189594	-24006	1	0
p16-step	clic-validation-032	compact	17	29	30	21	7	144	41708	31369	8	2	420291	149792	256208	122750	949125	1380209	117250	550541	6189594	6169312	-20282	1	0
p16-step	clic-validation-032	compact	18	30	31	1	142	134	40579	37122	5	7	352625	202458	365292	102875	1023291	1333500	104166	500083	6169312	6161640	-7672	1	0
p16-step	clic-validation-032	compact	19	31	32	23	24	36	39858	17323	6	1	352167	94375	162167	116291	725125	1356583	104459	509083	6161640	6146932	-14708	1	0
p16-step	clic-validation-032	compact	20	32	33	0	161	188	37668	50652	8	15	362000	367917	650833	140250	1521250	1542625	103250	571125	6146932	6134804	-12128	1	0
p16-step	clic-validation-032	compact	21	33	34	5	106	105	37379	41650	1	1	382167	17166	2625	117292	519292	1415042	104292	585250	6134804	6129598	-5206	1	0
p16-step	clic-validation-032	compact	22	34	35	4	8	96	37326	50404	5	2	371584	104083	151542	102375	729584	1380917	107458	543792	6129598	6124970	-4628	1	0
p16-step	clic-validation-032	compact	23	35	36	4	8	4	36206	45215	2	3	359209	58833	86875	102333	607292	1510458	133209	697042	6124970	6120180	-4790	1	0
p16-step	clic-validation-032	compact	24	36	37	17	111	157	34177	24884	4	8	420667	212458	388458	111916	1133792	1634500	112375	641042	6120180	6110438	-9742	1	0
p16-step	clic-validation-032	compact	25	37	38	0	95	183	33991	32982	3	6	384958	121375	222417	126625	855375	1521416	114334	616416	6110438	6101368	-9070	1	0
p16-step	clic-validation-032	compact	26	38	39	20	46	13	33416	38526	2	21	401791	319209	608167	104042	1433250	1607792	127041	753667	6101368	6095148	-6220	1	0
p16-step	clic-validation-032	compact	27	39	40	30	150	133	32704	26074	3	5	501292	141250	224125	118208	985000	1507083	118542	648583	6095148	6086978	-8170	1	0
p16-step	clic-validation-032	compact	28	40	41	6	165	171	32415	36290	5	3	423333	99458	181667	106417	810917	1577000	110375	662375	6086978	6080380	-6598	1	0
p16-step	clic-validation-032	compact	29	41	42	35	10	6	31359	32607	1	2	411875	31875	31458	105417	580625	1620834	129292	839958	6080380	6075370	-5010	1	0
p16-step	clic-validation-032	compact	30	42	43	26	104	71	31339	42650	1	11	475708	236292	421250	122750	1256083	1858958	111250	681375	6075370	6072014	-3356	1	0
p16-step	clic-validation-032	compact	31	43	44	3	55	57	31135	33726	1	1	409834	19084	2750	112167	543959	1531000	116125	706250	6072014	6067800	-4214	1	0
p16-step	clic-validation-032	compact	32	44	45	18	92	60	30439	22149	1	11	431667	227083	371458	110334	1140625	1720417	107292	726708	6067800	6064578	-3222	1	0
p16-step	clic-validation-032	compact	33	45	46	21	97	66	30317	16979	4	2	443208	98875	145459	108833	796417	1598250	103958	690375	6064578	6054086	-10492	1	0
p16-step	clic-validation-032	compact	34	46	47	2	68	132	30045	43304	8	3	416584	195209	352500	103917	1068292	1680041	118333	778333	6054086	6031902	-22184	1	0
p16-step	clic-validation-032	compact	35	47	48	1	142	147	28888	21248	3	1	480375	61167	85916	110458	738041	1789292	128750	939375	6031902	6026548	-5354	1	0
p16-step	clic-validation-032	compact	36	48	49	27	140	120	27957	34633	4	2	500959	114583	179083	122250	916959	1691916	122667	805666	6026548	6023462	-3086	1	0
p16-step	clic-validation-032	compact	37	49	50	40	171	163	27496	23169	2	1	494666	33417	30959	115375	674541	1569750	115167	792458	6023462	6018316	-5146	1	0
p16-step	clic-validation-032	compact	38	50	51	34	96	80	26026	27763	1	2	586459	43584	35166	125625	790959	1841958	126458	880667	6018316	6015614	-2702	1	0
p16-step	clic-validation-032	compact	39	51	52	32	172	79	25993	26732	8	8	509000	233750	424833	147833	1315542	1717833	124750	843959	6015614	6012826	-2788	1	0
p16-step	clic-validation-032	compact	40	52	53	32	172	167	25497	20501	5	4	494833	123458	245458	120750	984625	1716375	115833	906625	6012826	6010482	-2344	1	0
p16-step	clic-validation-032	compact	41	53	54	17	111	82	25016	20515	2	2	564625	60583	74208	128792	828333	1838667	123458	897750	6010482	6004290	-6192	1	0
p16-step	clic-validation-032	compact	42	54	55	23	24	33	24496	8218	5	1	524166	82875	126208	121125	854458	1788958	118541	916625	6004290	5994468	-9822	1	0
p16-step	clic-validation-032	compact	43	55	56	28	151	35	24304	18766	2	3	518542	84625	117291	119000	839584	1857416	135625	1023792	5994468	5987464	-7004	1	0
p16-step	clic-validation-032	compact	44	56	57	32	172	190	23517	13635	3	3	542625	75333	120959	128250	867208	1985125	130833	936750	5987464	5982640	-4824	1	0
p16-step	clic-validation-032	compact	45	57	58	1	142	143	22451	20016	2	1	504209	39625	37417	109958	691292	1811875	158709	1034125	5982640	5978990	-3650	1	0
p16-step	clic-validation-032	compact	46	58	59	36	27	157	21598	17431	2	6	537708	182458	218584	150334	1089416	1831125	121333	960750	5978990	5973958	-5032	1	0
