id	layout	bytes	rgba_hash	stream_hash	source_groups	source_map_cells	source_row_runs	source_group_switches	source_token_group_switches	identity
clic-validation-086	compact	6780836	378052dc67d7d575	1e743676e5ace115	37	176	21856	15068	16306	exact
clic-validation-086	low-latency	6923612	378052dc67d7d575	e6ac948487479676	16	48	10928	7086	8451	exact
clic-validation-087	single	1282818	be944edf49513c00	cec0b3e30a25192a	1	0	0	0	0	exact
clic-validation-087	compact	1235750	be944edf49513c00	42e2672672562a7e	14	40	4832	2892	3368	exact
clic-validation-087	low-latency	1252050	be944edf49513c00	3d11aaacbd06d067	5	12	2416	1208	1720	exact
clic-validation-088	single	3648948	fa9141d7d83a079f	8e6122abd1c6be93	1	0	0	0	0	exact
clic-validation-088	compact	3237528	fa9141d7d83a079f	24045ef691bd1794	26	96	10800	7068	7963	exact
clic-validation-088	low-latency	3293512	fa9141d7d83a079f	6f821c62cd11c834	13	24	5400	3468	4236	exact
clic-validation-089	single	7139380	db77e9ad8988b63a	349e2210841ed484	1	0	0	0	0	exact
clic-validation-089	compact	6517422	db77e9ad8988b63a	28de7a31d88dd994	29	176	20496	13962	15112	exact
clic-validation-089	low-latency	6529714	db77e9ad8988b63a	b2c2023de64d19af	16	48	10248	6405	7172	exact
clic-validation-090	single	7274078	ddd8ddf61d76d463	4415fb9770d12c0a	1	0	0	0	0	exact
clic-validation-090	compact	6442454	ddd8ddf61d76d463	7b0cb344ee6cef72	28	176	21840	11431	12639	exact
clic-validation-090	low-latency	6588194	ddd8ddf61d76d463	cf044e2f8eb01e32	16	48	10920	6142	7166	exact
clic-validation-091	single	512866	69866a8aee5ba882	cef401f85fcb40ca	1	0	0	0	0	exact
clic-validation-091	compact	457864	69866a8aee5ba882	8d5a6ee6f3150327	7	12	1536	896	1279	exact
clic-validation-091	low-latency	486686	69866a8aee5ba882	b23e7aa91be6cff4	3	4	768	256	512	exact
clic-validation-092	single	7146596	b82355e044b44987	b4675059f10f5803	1	0	0	0	0	exact
clic-validation-092	compact	6816046	b82355e044b44987	abaa8add5a233066	23	176	21840	15613	16593	exact
clic-validation-092	low-latency	6821520	b82355e044b44987	8d13b469ff047be5	15	48	10920	8702	9555	exact
clic-validation-093	single	3815786	80d25207be840909	5a16e9b7a4db68fb	1	0	0	0	0	exact
clic-validation-093	compact	3572272	80d25207be840909	70572a5ca5fcb0fa	20	117	13364	6816	7715	exact
clic-validation-093	low-latency	3597412	80d25207be840909	ae92c4a29a21d468	13	35	7196	3860	4377	exact
clic-validation-094	single	6851818	d1ff5ddc16403e68	20055153487130c4	1	0	0	0	0	exact
clic-validation-094	compact	5988924	d1ff5ddc16403e68	16528b0ca0d3b08a	35	176	21872	13419	14785	exact
clic-validation-094	low-latency	6119372	d1ff5ddc16403e68	de8a7115a3089a84	16	48	10936	7004	8370	exact
clic-validation-095	single	2973566	ee88e8fecd268d3a	73ba3d910c94190a	1	0	0	0	0	exact
clic-validation-095	compact	2710854	ee88e8fecd268d3a	035359020e6fe88d	27	70	7900	5764	6552	exact
clic-validation-095	low-latency	2736452	ee88e8fecd268d3a	c28db55d1630dcc2	13	20	3950	2904	3693	exact
clic-validation-096	single	843556	1e4cdbc4cf6f13dd	6e36105689d544ce	1	0	0	0	0	exact
clic-validation-096	compact	794174	1e4cdbc4cf6f13dd	7f8f03a046c6abcd	11	24	2634	1811	2248	exact
clic-validation-096	low-latency	797744	1e4cdbc4cf6f13dd	e278ba2e39a76a5d	5	6	1317	878	1316	exact
clic-validation-097	single	5420662	d31f1726b4d9df99	9c7a4efcb89fa271	1	0	0	0	0	exact
clic-validation-097	compact	4853630	d31f1726b4d9df99	ec4179a61bedf764	17	144	16528	8484	9379	exact
clic-validation-097	low-latency	4881750	d31f1726b4d9df99	8a95578a10aa252c	14	40	8264	5650	6673	exact
clic-validation-098	single	7771582	110504762900a747	d6f84e92ae37643c	1	0	0	0	0	exact
clic-validation-098	compact	7500734	110504762900a747	b429e1e43849874a	50	176	21856	19466	20822	exact
clic-validation-098	low-latency	7582970	110504762900a747	154a05b8e087018e	16	48	10928	8538	9902	exact
clic-validation-099	single	4085166	dc2d01dfdd9e0541	85ec6c7c20f7d33a	1	0	0	0	0	exact
clic-validation-099	compact	3909204	dc2d01dfdd9e0541	376246ff0a35b910	28	150	18360	12968	14191	exact
clic-validation-099	low-latency	3924250	dc2d01dfdd9e0541	4c18be5a9f1ddb41	12	40	9792	7288	8511	exact
clic-validation-100	single	6727018	030fa08a2483fbad	c149436b49fc23c7	1	0	0	0	0	exact
clic-validation-100	compact	5764820	030fa08a2483fbad	29f4e1bb58ccdde5	30	176	21200	11482	12762	exact
clic-validation-100	low-latency	6078404	030fa08a2483fbad	6a1f1481453388be	16	48	10600	7002	8281	exact
clic-validation-101	single	7060288	975d6f2cee75b9bc	b5e322c709becc07	1	0	0	0	0	exact
clic-validation-101	compact	6502912	975d6f2cee75b9bc	6281b57bf711d259	26	176	21840	13649	14502	exact
clic-validation-101	low-latency	6552670	975d6f2cee75b9bc	3e99e1504d356f64	15	48	10920	6227	7251	exact
