stream	id	layout	bytes	rgba_hash	stream_hash	encode_ns	project_exact
stream	clic-validation-028	default	6561444	6ac585fda881c351	c958a95e38a9e533	162771208	1
stream	clic-validation-028	single	7485068	6ac585fda881c351	ad191fb630d37ccb	65432625	1
stream	clic-validation-028	compact	7265392	6ac585fda881c351	06e5e235e1a82103	159651834	1
stream	clic-validation-028	low-latency	7360348	6ac585fda881c351	3288c8c84e053dd9	156297334	1
stream	clic-validation-029	default	6136958	df06568e13cc5010	e19d3f3f0bbf0d48	157417500	1
stream	clic-validation-029	single	6878640	df06568e13cc5010	0579eb1a024fe4c9	65413292	1
stream	clic-validation-029	compact	6107890	df06568e13cc5010	f3e390306bdceba2	157109292	1
stream	clic-validation-029	low-latency	6030840	df06568e13cc5010	0038173aae5c4cbc	152831750	1
stream	clic-validation-030	default	8570450	aaa1f8d564d01733	7978c1986d620158	158211583	1
stream	clic-validation-030	single	8832266	aaa1f8d564d01733	eb4d3c1c482d126b	68581917	1
stream	clic-validation-030	compact	8257108	aaa1f8d564d01733	b05bd6d94c5eec76	164735458	1
stream	clic-validation-030	low-latency	8705786	aaa1f8d564d01733	cce495777e9bf98d	160078875	1
stream	clic-validation-031	default	7531522	13b35a79be3ad589	705e73f85c54bdc5	163948000	1
stream	clic-validation-031	single	8103604	13b35a79be3ad589	dc31525b84c14546	67994125	1
stream	clic-validation-031	compact	7174330	13b35a79be3ad589	25794fd98a943f36	168656458	1
stream	clic-validation-031	low-latency	7277258	13b35a79be3ad589	101739cfd5e60743	164337541	1
stream	clic-validation-032	default	7299398	501e9493c3e82317	9d44bcde25f403ca	159397375	1
stream	clic-validation-032	single	7422746	501e9493c3e82317	0797eed6599391af	71664709	1
stream	clic-validation-032	compact	6915788	501e9493c3e82317	e12aaa37425a5e15	169000833	1
stream	clic-validation-032	low-latency	6987574	501e9493c3e82317	2126e8c389111622	165404334	1
stream	clic-validation-033	default	8069182	89041b7b8d7ab9ff	afaf3e0195b4b852	159067833	1
stream	clic-validation-033	single	8987044	89041b7b8d7ab9ff	4da1386652c785c3	68722625	1
stream	clic-validation-033	compact	8462362	89041b7b8d7ab9ff	b152258efbfb45be	169359667	1
stream	clic-validation-033	low-latency	8431672	89041b7b8d7ab9ff	5214c4c49c246a83	160172959	1
stream	clic-validation-034	default	8618366	9ab537cee8a6f725	171b788311b0b504	119959292	1
stream	clic-validation-034	single	9017490	9ab537cee8a6f725	be80cb6d8ba9bc9e	67906500	1
stream	clic-validation-034	compact	8425850	9ab537cee8a6f725	c60a77ee228fbe0f	173625000	1
stream	clic-validation-034	low-latency	8475800	9ab537cee8a6f725	8c9291363f667e1b	173723333	1
stream	clic-validation-035	default	8048070	1c7cba4a5059cb2d	63a3dec85e82506b	164821417	1
stream	clic-validation-035	single	8945746	1c7cba4a5059cb2d	09343fba1db70948	68500209	1
stream	clic-validation-035	compact	8124282	1c7cba4a5059cb2d	0935beeb6715c7da	171549250	1
stream	clic-validation-035	low-latency	8055284	1c7cba4a5059cb2d	412e6979ef098033	163515000	1
stream	clic-validation-036	default	8305656	8a82094490cf3de6	0365d1572d567266	122094083	1
stream	clic-validation-036	single	8414648	8a82094490cf3de6	d91a2a953faf60b0	68041917	1
stream	clic-validation-036	compact	7281758	8a82094490cf3de6	dbba36b7f776979d	172102000	1
stream	clic-validation-036	low-latency	7368046	8a82094490cf3de6	85cf78c6599ce065	168811208	1
stream	clic-validation-037	default	8246464	3a910c171731cab6	cd13ea9f345f9acf	164167042	1
stream	clic-validation-037	single	8406362	3a910c171731cab6	42315527d2c40c17	68575541	1
stream	clic-validation-037	compact	7772372	3a910c171731cab6	5d2756e807704ab1	171950916	1
stream	clic-validation-037	low-latency	7805588	3a910c171731cab6	0c2c1cf96dc34b0a	170383750	1
stream	clic-validation-038	default	7673578	ad437832dec9a2fb	c9bd6323e54be299	160431125	1
stream	clic-validation-038	single	8836622	ad437832dec9a2fb	91b417aafb492e96	68161292	1
stream	clic-validation-038	compact	8140256	ad437832dec9a2fb	16c4160b4af1b939	168146125	1
stream	clic-validation-038	low-latency	8129706	ad437832dec9a2fb	d882db21b5bd96f3	163210084	1
stream	clic-validation-039	default	8203404	79092bf051e7b7fa	957b503e8305d00c	159662208	1
stream	clic-validation-039	single	8403690	79092bf051e7b7fa	86944a67c821274f	68023458	1
stream	clic-validation-039	compact	7163302	79092bf051e7b7fa	71b90b977929d8ff	171306541	1
stream	clic-validation-039	low-latency	7174990	79092bf051e7b7fa	db4ccf38a773a2bc	163484417	1
stream	clic-validation-040	default	7870646	f1cedda480b841a2	89c832a24962a8ec	161344709	1
stream	clic-validation-040	single	7945870	f1cedda480b841a2	0925d81676a3feab	69386125	1
stream	clic-validation-040	compact	6948508	f1cedda480b841a2	4ebc4f813c05112a	166292375	1
stream	clic-validation-040	low-latency	7112000	f1cedda480b841a2	c32e1fa0c6d2c711	162409500	1
stream	clic-validation-041	default	8610668	aed7b30146b1299b	4ec1137176c41a23	119924750	1
stream	clic-validation-041	single	9093590	aed7b30146b1299b	65607cb3dd5d5db0	69023959	1
stream	clic-validation-041	compact	8085038	aed7b30146b1299b	5c31e4ccd8c92e01	178090166	1
stream	clic-validation-041	low-latency	8245686	aed7b30146b1299b	e55ff5943d94f4a2	171692541	1
stream	clic-validation-042	default	8454476	d374f2da92caad32	7f938d5131502dfa	120614125	1
stream	clic-validation-042	single	9104760	d374f2da92caad32	245de607196767e8	69313375	1
stream	clic-validation-042	compact	8347186	d374f2da92caad32	66c9b9f979182a86	174222500	1
stream	clic-validation-042	low-latency	8621620	d374f2da92caad32	31b92d06196bd103	168212916	1
stream	clic-validation-043	default	8701170	7818477b1034b62d	b6e15ac479370c03	119381709	1
stream	clic-validation-043	single	9068048	7818477b1034b62d	a1c8fa39949cfd10	69738833	1
stream	clic-validation-043	compact	7924562	7818477b1034b62d	f3ab0d02363f8810	178350458	1
stream	clic-validation-043	low-latency	8110152	7818477b1034b62d	b2780ef698aadaf1	171357708	1
stream	clic-validation-044	default	8235844	a83ce22bd465eb02	152d7056ff10d95a	123023500	1
stream	clic-validation-044	single	8654750	a83ce22bd465eb02	51337fe8473f2825	71183167	1
stream	clic-validation-044	compact	7873888	a83ce22bd465eb02	22adbf6c7dcf765f	172751000	1
stream	clic-validation-044	low-latency	8131272	a83ce22bd465eb02	3e125060d34e1115	165409000	1
stream	clic-validation-045	default	8371812	ca777343f34b5416	c2f1ed6890f832f0	120734167	1
stream	clic-validation-045	single	8470372	ca777343f34b5416	3f19581b4cf0ef36	66358375	1
stream	clic-validation-045	compact	7900172	ca777343f34b5416	1e710a98f0e62d32	172985167	1
stream	clic-validation-045	low-latency	8110572	ca777343f34b5416	5385a9c2b4241a6b	168927791	1
stream	clic-validation-046	default	8322816	e7c7cc29fb49f262	bd03e5dae6b41646	120783500	1
stream	clic-validation-046	single	8780082	e7c7cc29fb49f262	6aa25a5b058f2c1e	70489042	1
stream	clic-validation-046	compact	7848400	e7c7cc29fb49f262	9157d174b7537ea2	171792625	1
stream	clic-validation-046	low-latency	7954172	e7c7cc29fb49f262	dc84bc7479e6314e	168994375	1
stream	clic-validation-047	default	8190702	8be5f67dfe34ad0f	73040765cba853da	160596583	1
stream	clic-validation-047	single	8899676	8be5f67dfe34ad0f	8ef50338447bf75e	69127875	1
stream	clic-validation-047	compact	7957054	8be5f67dfe34ad0f	946ad2afdb6f128c	176665167	1
stream	clic-validation-047	low-latency	8191412	8be5f67dfe34ad0f	3bf25bdece1d9287	164634625	1
stream	clic-validation-048	default	8200010	06bf4b56910696cc	aaf19931325b1edf	120060500	1
stream	clic-validation-048	single	8387112	06bf4b56910696cc	b3eed10d0b56c187	68087000	1
stream	clic-validation-048	compact	7906474	06bf4b56910696cc	fde4f17e259d3ea7	168154875	1
stream	clic-validation-048	low-latency	7848440	06bf4b56910696cc	5ef837660d6a9be4	160947625	1
stream	clic-validation-049	default	8104132	814cc2e010233753	886cd2f9cddf70d3	156347875	1
stream	clic-validation-049	single	8814616	814cc2e010233753	e37435998b3bb556	66418333	1
stream	clic-validation-049	compact	7822290	814cc2e010233753	1af2f745efbcd0a1	166233875	1
stream	clic-validation-049	low-latency	8108738	814cc2e010233753	9318ded65bfad8db	161039666	1
stream	clic-validation-050	default	8183580	1c6b2a5a359f4035	6347de51a1ae2ed3	153210208	1
stream	clic-validation-050	single	8156160	1c6b2a5a359f4035	91e8ea4e99635baf	65579375	1
stream	clic-validation-050	compact	7378716	1c6b2a5a359f4035	f3471e5f5f5368ed	158878875	1
stream	clic-validation-050	low-latency	7478216	1c6b2a5a359f4035	9b2252deaf3aaede	154365542	1
stream	clic-validation-051	default	9078640	dc43a21b528a52af	6fc2e40a0662d091	116800375	1
stream	clic-validation-051	single	9177716	dc43a21b528a52af	4ff45042a9c93e12	67356916	1
stream	clic-validation-051	compact	8580442	dc43a21b528a52af	0e60d4b7f49b078a	165847417	1
